Rank,Issn,,Journal Impact Factor,5-Year Impact Factor,Article Influence Score,,,
8880,0928-0219,,0.593,0.711,0.529,,,
8880,1066-8527,,0.593,0.586,0.103,,,
8880,0033-5606,,0.593,0.568,0.728,,,
8880,0334-181X,,0.593,0.487,0.121,,,
8880,0097-9740,,0.593,0.627,0.268,,,
8890,1751-8822,,0.592,0.772,0.315,,,
8890,0944-6532,,0.592,0.792,0.662,,,
8890,0022-2216,,0.592,1.382,0.372,,,
8890,0887-3828,,0.592,0.691,0.284,,,
8890,0022-5258,,0.592,0.964,0.436,,,
8890,0038-4038,,0.592,0.894,0.694,,,
8896,0312-407X,,0.591,Not Available,Not Available,,,
8896,0146-6283,,0.591,0.504,0.134,,,
8896,1536-1055,,0.591,0.611,0.250,,,
8896,1230-1388,,0.591,0.639,0.149,,,
8896,0892-1016,,0.591,0.713,0.227,,,
8901,0021-3551,,0.590,0.549,0.147,,,
8901,0176-1714,,0.590,0.756,0.781,,,
8903,0294-1260,,0.589,0.558,0.119,,,
8903,0954-4062,,0.589,0.624,0.205,,,
8905,0016-7428,,0.588,0.627,0.260,,,
8905,0167-6245,,0.588,0.778,0.370,,,
8905,1345-4676,,0.588,Not Available,Not Available,,,
8905,1343-8875,,0.588,0.568,0.243,,,
8905,0931-8658,,0.588,0.851,0.424,,,
8905,0886-6708,,0.588,1.280,0.462,,,
8911,0305-7518,,0.587,0.781,0.182,,,
8911,0029-6465,,0.587,0.575,0.181,,,
8911,0029-6465,,0.587,0.575,0.181,,,
8911,0256-2499,,0.587,0.569,0.193,,,
8911,0166-8641,,0.587,0.538,0.353,,,
8916,1553-3077,,0.586,Not Available,Not Available,,,
8916,1754-9426,,0.586,0.852,0.481,,,
8916,1056-6171,,0.586,0.992,0.272,,,
8916,0265-0533,,0.586,0.766,0.270,,,
8916,1556-6560,,0.586,1.094,0.233,,,
8916,0885-7156,,0.586,0.668,0.270,,,
8922,0965-5425,,0.585,0.453,0.220,,,
8922,0926-2245,,0.585,0.604,0.567,,,
8922,1740-0228,,0.585,0.825,0.938,,,
8922,1300-0179,,0.585,0.529,0.141,,,
8926,0963-1801,,0.584,0.589,0.194,,,
8926,0963-1801,,0.584,0.589,0.194,,,
8926,0846-5371,,0.584,0.600,0.174,,,
8926,2194-5748,,0.584,0.681,0.167,,,
8930,1360-2381,,0.583,Not Available,Not Available,,,
8930,1025-3866,,0.583,Not Available,Not Available,,,
8930,0732-8818,,0.583,0.620,0.213,,,
8930,0378-620X,,0.583,0.695,0.629,,,
8930,0964-6639,,0.583,0.776,0.435,,,
8930,1063-7850,,0.583,0.489,0.195,,,
8936,1076-5670,,0.582,0.864,0.381,,,
8936,1001-6058,,0.582,0.933,0.256,,,
8936,0718-9516,,0.582,0.925,0.217,,,
8936,1555-7960,,0.582,0.816,0.306,,,
8936,1555-7960,,0.582,0.816,0.306,,,
8936,1300-2163,,0.582,0.684,0.162,,,
8942,1330-027X,,0.581,0.572,0.128,,,
8942,1937-0652,,0.581,0.810,1.354,,,
8942,0141-7789,,0.581,0.855,0.577,,,
8942,1297-9589,,0.581,0.559,0.125,,,
8942,2228-6187,,0.581,0.581,0.179,,,
8942,1049-8850,,0.581,0.588,0.168,,,
8942,1568-4555,,0.581,Not Available,Not Available,,,
8942,1060-586X,,0.581,0.432,0.165,,,
8950,0884-6812,,0.580,0.724,0.158,,,
8950,0091-2131,,0.580,0.966,0.453,,,
8950,0971-457X,,0.580,0.671,0.124,,,
8950,0024-7758,,0.580,0.665,0.226,,,
8954,0031-0301,,0.579,0.621,0.154,,,
8955,0971-4693,,0.578,0.739,0.173,,,
8955,0022-4049,,0.578,0.615,0.843,,,
8955,0895-4801,,0.578,0.753,0.991,,,
8958,1533-5399,,0.577,0.931,0.498,,,
8958,1079-2724,,0.577,0.592,0.392,,,
8958,0899-0220,,0.577,1.043,0.398,,,
8958,0039-6265,,0.577,0.574,0.232,,,
8962,2251-6085,,0.576,0.679,0.100,,,
8962,2251-6085,,0.576,0.679,0.100,,,
8962,1081-6976,,0.576,Not Available,Not Available,,,
8965,0001-253X,,0.575,0.704,0.253,,,
8965,0001-253X,,0.575,0.704,0.253,,,
8965,0010-8812,,0.575,0.527,0.344,,,
8965,1820-0214,,0.575,0.523,0.128,,,
8965,0832-7823,,0.575,Not Available,Not Available,,,
8965,1532-0383,,0.575,0.746,0.175,,,
8971,1073-0516,,0.574,1.142,0.600,,,
8971,0374-1036,,0.574,Not Available,Not Available,,,
8971,1463-9963,,0.574,0.948,1.074,,,
8971,1559-9612,,0.574,0.586,0.146,,,
8971,0099-1333,,0.574,0.838,0.323,,,
8971,8750-7315,,0.574,0.777,0.271,,,
8971,0924-6495,,0.574,0.656,0.362,,,
8978,0021-1265,,0.573,0.602,0.169,,,
8978,1674-4799,,0.573,0.694,0.158,,,
8978,1354-8166,,0.573,0.901,0.174,,,
8981,1413-8123,,0.572,0.684,0.127,,,
8982,0066-4677,,0.571,0.471,0.209,,,
8982,2072-7151,,0.571,0.750,0.317,,,
8982,0265-6590,,0.571,0.677,0.205,,,
8982,1027-8117,,0.571,0.434,0.117,,,
8982,0012-3862,,0.571,0.342,0.521,,,
8982,0219-8762,,0.571,0.902,0.321,,,
8982,0176-4268,,0.571,0.988,0.767,,,
8982,0176-4268,,0.571,0.988,0.767,,,
8982,1470-5427,,0.571,0.345,0.285,,,
8982,1745-9737,,0.571,0.392,0.164,,,
8982,0272-3646,,0.571,0.865,0.349,,,
8982,0033-5614,,0.571,1.147,0.627,,,
8982,1043-4631,,0.571,0.955,0.612,,,
8982,1877-9751,,0.571,Not Available,Not Available,,,
8982,1618-2510,,0.571,0.574,0.473,,,
8997,0102-8650,,0.570,0.677,0.145,,,
8997,0925-7721,,0.570,0.710,0.651,,,
8997,0934-6694,,0.570,0.653,0.203,,,
8997,0040-5760,,0.570,0.471,0.107,,,
9001,0003-5521,,0.569,0.876,0.295,,,
9001,1544-6123,,0.569,0.542,0.338,,,
9001,0047-2336,,0.569,0.858,0.372,,,
9001,1661-7738,,0.569,0.708,0.737,,,
9001,0038-2361,,0.569,0.532,0.149,,,
9001,0165-0521,,0.569,0.610,0.232,,,
9001,0939-5075,,0.569,0.776,0.166,,,
9008,1744-3091,,0.568,0.499,0.185,,,
9008,1016-3328,,0.568,1.224,1.447,,,
9008,1755-6171,,0.568,0.788,0.221,,,
9008,1077-8926,,0.568,0.679,0.804,,,
9008,1474-2640,,0.568,0.500,0.270,,,
9008,0037-9980,,0.568,0.670,0.173,,,
9008,1748-7870,,0.568,0.552,0.153,,,
9008,1470-9236,,0.568,0.829,0.254,,,
9016,0178-4617,,0.567,0.735,0.763,,,
9016,1869-0963,,0.567,0.552,0.194,,,
9016,0001-6462,,0.567,0.750,0.255,,,
9016,1448-6563,,0.567,0.802,0.196,,,
9016,0221-0363,,0.567,0.490,0.119,,,
9016,1047-4412,,0.567,0.827,0.296,,,
9016,1011-6702,,0.567,0.364,0.236,,,
9023,1094-1665,,0.566,Not Available,Not Available,,,
9023,0012-365X,,0.566,0.598,0.582,,,
9023,1004-3756,,0.566,0.839,0.236,,,
9023,0033-3085,,0.566,1.283,0.455,,,
9027,0927-2852,,0.565,0.551,0.611,,,
9027,0306-9885,,0.565,0.882,0.242,,,
9027,0108-0288,,0.565,0.497,0.148,,,
9027,1552-8014,,0.565,Not Available,Not Available,,,
9027,1976-9571,,0.565,0.517,0.120,,,
9027,0075-4242,,0.565,0.750,0.644,,,
9027,1559-4491,,0.565,0.564,0.191,,,
9034,0007-6791,,0.564,0.603,0.200,,,
9034,0957-8811,,0.564,Not Available,Not Available,,,
9034,0046-9580,,0.564,0.793,0.517,,,
9034,0046-9580,,0.564,0.793,0.517,,,
9034,1384-6655,,0.564,Not Available,Not Available,,,
9034,1939-8018,,0.564,0.644,0.225,,,
9034,1470-594X,,0.564,0.547,0.312,,,
9034,0039-3681,,0.564,0.508,0.186,,,
9034,0039-3681,,0.564,0.508,0.186,,,
9043,0236-5383,,0.563,0.521,0.117,,,
9043,1011-2367,,0.563,0.644,0.155,,,
9043,1454-4164,,0.563,0.504,0.111,,,
9043,0023-5954,,0.563,0.577,0.341,,,
9043,0894-069X,,0.563,1.222,0.805,,,
9043,0167-8094,,0.563,0.487,0.533,,,
9043,0038-0288,,0.563,0.391,0.105,,,
9050,0169-1864,,0.562,0.636,0.208,,,
9050,1098-3511,,0.562,0.534,0.182,,,
9050,0367-598X,,0.562,0.437,0.066,,,
9050,1865-2433,,0.562,0.637,0.971,,,
9050,1753-3562,,0.562,0.552,0.156,,,
9050,1616-3443,,0.562,0.736,0.188,,,
9056,0001-5385,,0.561,0.589,0.164,,,
9056,0938-1279,,0.561,0.642,0.583,,,
9056,1042-895X,,0.561,0.783,0.234,,,
9056,1042-895X,,0.561,0.783,0.234,,,
9056,1408-6980,,0.561,0.532,0.336,,,
9056,0006-324X,,0.561,0.532,0.159,,,
9056,1061-0022,,0.561,0.547,0.647,,,
9063,0097-4463,,0.560,0.740,0.243,,,
9063,0189-6016,,0.560,0.951,0.156,,,
9063,1162-9088,,0.560,0.600,0.157,,,
9063,1027-5193,,0.560,0.581,0.354,,,
9063,0129-7619,,0.560,0.909,0.325,,,
9068,0932-3414,,0.559,0.598,0.107,,,
9068,0961-463X,,0.559,0.854,0.446,,,
9070,1532-4982,,0.558,0.714,0.208,,,
9070,1898-6196,,0.558,0.639,0.128,,,
9070,0017-4815,,0.558,1.190,0.527,,,
9070,0218-0014,,0.558,0.856,0.286,,,
9070,1360-3116,,0.558,0.823,0.265,,,
9070,0038-0245,,0.558,1.090,0.618,,,
9070,1546-198X,,0.558,0.580,0.095,,,
9077,1137-6627,,0.557,0.425,0.062,,,
9077,1137-6627,,0.557,0.425,0.062,,,
9077,0309-8249,,0.557,0.527,0.242,,,
9077,1354-0602,,0.557,Not Available,Not Available,,,
9081,0571-7256,,0.556,0.387,0.116,,,
9081,1039-8562,,0.556,0.730,0.161,,,
9081,1039-8562,,0.556,0.730,0.161,,,
9081,0011-1643,,0.556,0.667,0.170,,,
9081,1933-527X,,0.556,0.970,0.292,,,
9081,0289-2316,,0.556,0.742,0.864,,,
9081,1943-815X,,0.556,Not Available,Not Available,,,
9081,0025-7273,,0.556,0.630,0.452,,,
9081,0025-7273,,0.556,0.630,0.452,,,
9081,2151-321X,,0.556,0.771,0.255,,,
9081,0034-527X,,0.556,0.859,0.496,,,
9081,0887-6703,,0.556,0.417,0.101,,,
9081,0040-5833,,0.556,0.692,0.592,,,
9081,0361-1981,,0.556,0.796,0.248,,,
9095,1580-2949,,0.555,0.414,0.083,,,
9096,1017-995X,,0.554,0.662,0.219,,,
9096,0812-3985,,0.554,0.693,0.312,,,
9096,1744-6961,,0.554,Not Available,Not Available,,,
9096,1505-2249,,0.554,0.667,0.164,,,
9096,0379-5284,,0.554,0.528,0.137,,,
9096,1982-5676,,0.554,0.605,0.178,,,
9102,0890-0604,,0.553,1.181,0.493,,,
9102,0197-4556,,0.553,0.607,0.085,,,
9102,0102-3306,,0.553,0.783,0.196,,,
9102,1351-5993,,0.553,0.634,0.298,,,
9102,0301-9233,,0.553,0.604,0.236,,,
9102,0020-5893,,0.553,Not Available,Not Available,,,
9102,0254-8704,,0.553,0.838,0.180,,,
9102,1769-7255,,0.553,0.453,0.108,,,
9102,0341-8391,,0.553,0.677,0.243,,,
9111,1864-8258,,0.552,0.808,1.059,,,
9111,1878-7649,,0.552,0.613,0.144,,,
9111,0129-167X,,0.552,0.598,0.709,,,
9111,0167-5133,,0.552,1.000,1.007,,,
9115,1063-7710,,0.551,0.494,0.161,,,
9115,0002-5240,,0.551,0.416,0.357,,,
9115,0264-3758,,0.551,Not Available,Not Available,,,
9115,0564-3295,,0.551,Not Available,Not Available,,,
9119,1529-7489,,0.550,Not Available,Not Available,,,
9119,1023-4063,,0.550,0.943,0.338,,,
9119,0012-0472,,0.550,0.458,0.092,,,
9119,1021-7762,,0.550,0.985,0.316,,,
9119,1021-7762,,0.550,0.985,0.316,,,
9119,1870-249X,,0.550,0.674,0.171,,,
9125,0001-9054,,0.549,0.579,0.393,,,
9125,0212-9728,,0.549,0.708,0.103,,,
9125,0212-9728,,0.549,0.708,0.103,,,
9125,1018-7081,,0.549,0.635,0.099,,,
9129,0412-1961,,0.548,0.573,0.117,,,
9129,1598-2408,,0.548,0.757,0.533,,,
9129,1614-1881,,0.548,Not Available,Not Available,,,
9129,0167-6423,,0.548,0.810,0.460,,,
9133,0825-0383,,0.547,0.609,0.198,,,
9133,0963-8024,,0.547,0.801,0.465,,,
9133,1753-1055,,0.547,0.533,0.285,,,
9133,0954-4089,,0.547,0.496,0.166,,,
9137,0159-6306,,0.546,Not Available,Not Available,,,
9137,1674-487X,,0.546,0.622,0.162,,,
9137,0023-432X,,0.546,0.430,0.134,,,
9137,1340-6000,,0.546,0.603,0.153,,,
9137,0125-1562,,0.546,Not Available,Not Available,,,
9142,2079-7362,,0.545,0.591,0.236,,,
9142,1937-8629,,0.545,0.814,0.302,,,
9142,1937-8629,,0.545,0.814,0.302,,,
9142,1354-2575,,0.545,0.507,0.155,,,
9142,1559-2448,,0.545,0.497,0.100,,,
9142,0747-9182,,0.545,0.458,0.130,,,
9142,0036-0236,,0.545,0.507,0.120,,,
9149,1486-3847,,0.544,0.733,0.227,,,
9149,0013-1911,,0.544,0.711,0.348,,,
9149,0722-1819,,0.544,0.551,0.133,,,
9149,1745-7300,,0.544,0.821,0.291,,,
9149,1527-0025,,0.544,0.875,0.291,,,
9154,0017-8470,,0.543,0.467,0.093,,,
9154,1322-7114,,0.543,0.971,0.258,,,
9154,1322-7114,,0.543,0.971,0.258,,,
9154,0021-8308,,0.543,1.384,0.613,,,
9154,1757-5664,,0.543,0.409,0.123,,,
9154,0013-0915,,0.543,0.696,0.737,,,
9154,1361-3324,,0.543,0.887,0.387,,,
9154,0036-9330,,0.543,0.617,0.208,,,
9162,0026-6493,,0.542,2.114,0.688,,,
9162,0893-4983,,0.542,0.735,0.709,,,
9162,0193-4872,,0.542,0.449,0.143,,,
9162,0360-5310,,0.542,0.880,0.301,,,
9162,0163-0563,,0.542,0.723,0.388,,,
9162,1057-3569,,0.542,Not Available,Not Available,,,
9168,0341-2059,,0.541,0.699,0.407,,,
9168,1230-3666,,0.541,0.712,0.110,,,
9168,1355-8250,,0.541,0.654,0.154,,,
9168,0143-4632,,0.541,0.659,0.339,,,
9168,0077-7749,,0.541,0.652,0.194,,,
9168,1029-9599,,0.541,0.638,0.193,,,
9168,1475-939X,,0.541,Not Available,Not Available,,,
9175,1756-137X,,0.540,0.504,0.202,,,
9175,1756-137X,,0.540,0.504,0.202,,,
9177,0037-9271,,0.539,0.626,0.242,,,
9177,1432-2994,,0.539,0.819,0.489,,,
9177,1567-7818,,0.539,Not Available,Not Available,,,
9177,1063-7842,,0.539,0.462,0.161,,,
9181,0010-1931,,0.538,0.544,0.263,,,
9181,0718-5839,,0.538,0.633,0.181,,,
9181,0266-2671,,0.538,1.039,0.752,,,
9181,0935-7335,,0.538,0.381,0.070,,,
9181,1013-4425,,0.538,Not Available,Not Available,,,
9181,0017-6192,,0.538,0.513,0.101,,,
9181,2210-8033,,0.538,0.538,0.059,,,
9181,1738-2203,,0.538,0.549,0.130,,,
9181,1392-6292,,0.538,0.567,0.185,,,
9181,1583-3186,,0.538,0.440,0.045,,,
9181,1860-1804,,0.538,0.686,0.211,,,
9192,1015-8146,,0.537,0.450,0.132,,,
9192,1742-7355,,0.537,0.597,0.455,,,
9192,1530-9827,,0.537,0.728,0.236,,,
9192,1000-324X,,0.537,0.435,0.079,,,
9192,1842-2403,,0.537,0.696,0.151,,,
9192,0964-704X,,0.537,0.477,0.120,,,
9192,0028-3843,,0.537,0.587,0.130,,,
9192,0305-4985,,0.537,0.897,0.490,,,
9192,0934-0866,,0.537,0.761,0.239,,,
9192,0765-1597,,0.537,0.443,0.111,,,
9202,1751-8806,,0.536,0.571,0.184,,,
9202,1728-3043,,0.536,Not Available,Not Available,,,
9202,0190-4167,,0.536,0.802,0.203,,,
9202,1547-5816,,0.536,0.704,0.257,,,
9202,1380-7870,,0.536,0.979,0.837,,,
9202,0031-5982,,0.536,1.030,0.376,,,
9202,0033-569X,,0.536,0.705,0.676,,,
9202,0098-6283,,0.536,0.975,0.239,,,
9210,0108-2701,,0.535,0.442,0.084,,,
9210,0011-5029,,0.535,0.930,0.281,,,
9210,0213-2230,,0.535,0.735,1.079,,,
9210,1070-5309,,0.535,0.821,0.256,,,
9214,1679-8759,,0.534,0.850,0.229,,,
9215,0020-7020,,0.533,0.381,0.148,,,
9215,0951-2748,,0.533,0.764,0.370,,,
9215,1768-6733,,0.533,0.457,0.100,,,
9218,1524-1904,,0.532,0.751,0.454,,,
9218,1687-9120,,0.532,0.509,0.253,,,
9218,1087-6596,,0.532,0.568,0.141,,,
9218,1048-5252,,0.532,0.617,0.632,,,
9218,1602-1622,,0.532,0.948,0.282,,,
9218,1842-2845,,0.532,0.345,0.062,,,
9224,1063-293X,,0.531,0.672,0.133,,,
9224,1475-9551,,0.531,Not Available,Not Available,,,
9224,1748-0930,,0.531,Not Available,Not Available,,,
9224,1460-7425,,0.531,1.131,0.373,,,
9224,0098-7913,,0.531,0.618,0.263,,,
9224,0167-7152,,0.531,0.669,0.502,,,
9230,0188-7009,,0.530,0.519,0.163,,,
9230,0016-7029,,0.530,0.601,0.262,,,
9230,1367-0751,,0.530,0.611,0.392,,,
9230,0379-4350,,0.530,0.530,0.115,,,
9234,0084-6724,,0.529,Not Available,Not Available,,,
9234,0198-7429,,0.529,0.681,0.228,,,
9234,0007-5140,,0.529,0.652,0.482,,,
9234,0007-5140,,0.529,0.652,0.482,,,
9234,0887-5367,,0.529,Not Available,Not Available,,,
9234,0167-9260,,0.529,0.660,0.358,,,
9234,1728-869X,,0.529,0.843,0.250,,,
9234,1648-4142,,0.529,0.642,0.158,,,
9234,1019-5149,,0.529,0.694,0.180,,,
9243,0255-660X,,0.528,Not Available,Not Available,,,
9243,0040-5841,,0.528,1.061,0.408,,,
9243,0049-4755,,0.528,0.576,0.192,,,
9246,0002-919X,,0.527,0.611,0.355,,,
9246,0192-6187,,0.527,0.538,0.173,,,
9246,0860-021X,,0.527,0.403,0.067,,,
9246,1018-4619,,0.527,0.543,0.082,,,
9246,0952-813X,,0.527,0.535,0.194,,,
9251,0004-8623,,0.526,0.591,0.208,,,
9251,1845-5719,,0.526,0.667,0.160,,,
9251,1029-3523,,0.526,0.292,0.065,,,
9251,0028-8144,,0.526,0.576,0.217,,,
9255,1360-7456,,0.525,0.733,0.296,,,
9255,1641-1307,,0.525,0.602,0.139,,,
9255,1355-5502,,0.525,0.474,0.099,,,
9255,0028-0283,,0.525,0.617,0.649,,,
9255,1755-0203,,0.525,0.626,0.438,,,
9255,0870-2551,,0.525,Not Available,Not Available,,,
9255,1064-8887,,0.525,0.481,0.079,,,
9262,0037-9484,,0.524,0.688,1.177,,,
9262,0015-5659,,0.524,Not Available,Not Available,,,
9262,0887-9311,,0.524,Not Available,Not Available,,,
9262,0887-9311,,0.524,Not Available,Not Available,,,
9262,1058-6180,,0.524,0.389,0.207,,,
9262,1050-8414,,0.524,0.381,0.125,,,
9262,0022-314X,,0.524,0.553,0.702,,,
9262,0939-7140,,0.524,0.550,0.155,,,
9270,1672-5107,,0.523,0.529,0.149,,,
9270,1392-3196,,0.523,0.375,0.057,,,
9272,1644-0692,,0.522,0.462,0.055,,,
9272,1757-9759,,0.522,Not Available,Not Available,,,
9272,1810-2328,,0.522,0.391,0.152,,,
9272,2005-3711,,0.522,0.815,0.228,,,
9272,0090-5917,,0.522,0.724,0.483,,,
9277,0003-7214,,0.521,0.831,0.225,,,
9277,2000-656X,,0.521,0.383,0.107,,,
9277,0031-5125,,0.521,0.658,0.182,,,
9277,2070-2620,,0.521,0.759,0.195,,,
9281,1084-4309,,0.520,0.729,0.347,,,
9281,1388-1957,,0.520,Not Available,Not Available,,,
9281,1051-712X,,0.520,0.912,0.194,,,
9281,1939-0807,,0.520,0.695,0.950,,,
9281,0219-8916,,0.520,0.593,0.607,,,
9281,0023-3919,,0.520,0.358,0.300,,,
9287,1578-665X,,0.519,Not Available,Not Available,,,
9287,1895-1074,,0.519,0.557,0.445,,,
9287,1661-8254,,0.519,0.536,0.476,,,
9287,0968-7637,,0.519,0.581,0.194,,,
9287,1226-4806,,0.519,0.826,0.238,,,
9287,0929-8215,,0.519,0.656,0.252,,,
9287,0022-9032,,0.519,0.472,0.089,,,
9287,0767-0974,,0.519,0.467,0.091,,,
9287,0033-3883,,0.519,0.507,0.341,,,
9287,0195-6086,,0.519,0.652,0.351,,,
9287,0932-8114,,0.519,0.377,0.074,,,
9298,0003-6846,,0.518,0.672,0.276,,,
9298,1574-020X,,0.518,0.922,0.554,,,
9298,1553-3174,,0.518,0.526,0.072,,,
9301,0742-3322,,0.517,0.551,0.342,,,
9301,1468-7968,,0.517,0.924,0.645,,,
9301,1055-7148,,0.517,0.469,0.151,,,
9301,0391-8440,,0.517,0.532,0.186,,,
9301,1975-0102,,0.517,Not Available,Not Available,,,
9301,0031-9104,,0.517,0.530,0.124,,,
9301,0954-139X,,0.517,0.388,0.125,,,
9308,0742-4477,,0.516,0.981,0.303,,,
9308,0742-4477,,0.516,0.981,0.303,,,
9308,0009-4722,,0.516,0.535,0.115,,,
9308,2095-0195,,0.516,Not Available,Not Available,,,
9308,1747-9541,,0.516,1.068,0.262,,,
9308,2164-4535,,0.516,0.609,0.200,,,
9308,1608-9685,,0.516,0.534,0.119,,,
9308,1608-9685,,0.516,0.534,0.119,,,
9308,0304-3975,,0.516,0.652,0.536,,,
9317,0365-0340,,0.515,Not Available,Not Available,,,
9317,1756-8277,,0.515,0.803,0.465,,,
9317,1470-482X,,0.515,0.560,0.309,,,
9317,1662-5250,,0.515,0.623,0.132,,,
9321,0972-2327,,0.514,0.647,0.148,,,
9321,0144-8765,,0.514,0.464,0.116,,,
9321,1991-007X,,0.514,0.757,0.086,,,
9321,1537-9582,,0.514,0.641,0.488,,,
9321,0021-9037,,0.514,0.533,0.137,,,
9321,1695-971X,,0.514,0.784,0.218,,,
9321,0276-9948,,0.514,0.565,0.263,,,
9328,0973-6042,,0.513,0.753,0.294,,,
9328,0016-7622,,0.513,0.648,0.170,,,
9330,0141-6200,,0.512,0.604,0.172,,,
9330,0022-0787,,0.512,0.436,0.121,,,
9330,1095-5674,,0.512,0.621,0.221,,,
9330,1544-0478,,0.512,0.558,0.103,,,
9330,0038-0806,,0.512,0.594,0.333,,,
9330,1016-6262,,0.512,0.620,0.157,,,
9330,1016-6262,,0.512,0.620,0.157,,,
9337,1351-847X,,0.511,0.690,0.390,,,
9337,1226-7988,,0.511,0.586,0.192,,,
9337,0792-1241,,0.511,0.338,0.044,,,
9340,0891-2424,,0.510,0.832,0.412,,,
9340,0938-5428,,0.510,0.836,0.626,,,
9340,0016-7932,,0.510,0.428,0.120,,,
9340,0972-5849,,0.510,0.680,0.144,,,
9340,0020-1685,,0.510,0.504,0.141,,,
9340,1735-0328,,0.510,0.614,0.090,,,
9340,0043-0617,,0.510,0.676,0.313,,,
9347,1370-6233,,0.509,0.781,0.186,,,
9347,1364-0461,,0.509,0.565,0.189,,,
9347,1462-0316,,0.509,0.758,0.189,,,
9347,2043-9083,,0.509,0.509,0.136,,,
9347,1750-6980,,0.509,0.829,0.446,,,
9347,1846-3886,,0.509,0.498,0.431,,,
9347,1066-5285,,0.509,0.581,0.113,,,
9354,1348-589X,,0.508,0.685,0.176,,,
9354,1346-8014,,0.508,0.868,0.344,,,
9354,1010-660X,,0.508,0.632,0.167,,,
9357,0004-4172,,0.507,0.574,0.137,,,
9357,1678-7544,,0.507,0.529,0.597,,,
9357,0196-9722,,0.507,0.770,0.284,,,
9357,0209-4541,,0.507,0.398,0.028,,,
9357,1382-4090,,0.507,0.598,0.610,,,
9357,0219-4937,,0.507,0.650,0.631,,,
9357,0511-9618,,0.507,Not Available,Not Available,,,
9364,0717-7917,,0.505,0.602,0.108,,,
9364,0891-8422,,0.505,Not Available,Not Available,,,
9364,1507-2711,,0.505,0.342,0.042,,,
9364,0073-4721,,0.505,0.690,0.217,,,
9364,1735-3572,,0.505,Not Available,Not Available,,,
9364,1606-9749,,0.505,Not Available,Not Available,,,
9370,1984-7033,,0.504,0.555,0.167,,,
9370,0018-8646,,0.504,1.336,0.715,,,
9370,2074-1804,,0.504,0.426,0.077,,,
9370,0955-792X,,0.504,0.638,0.622,,,
9374,0022-4766,,0.501,0.512,0.119,,,
9375,1681-5556,,0.500,0.619,0.160,,,
9375,1608-5914,,0.500,0.593,0.163,,,
9375,0738-4602,,0.500,0.829,0.498,,,
9375,0003-5548,,0.500,0.537,0.165,,,
9375,1687-8132,,0.500,0.903,0.242,,,
9375,1037-2911,,0.500,0.877,0.246,,,
9375,1392-0049,,0.500,0.458,0.238,,,
9375,0009-3130,,0.500,0.723,0.135,,,
9375,1523-0406,,0.500,Not Available,Not Available,,,
9375,0011-5266,,0.500,0.653,0.450,,,
9375,1330-030X,,0.500,Not Available,Not Available,,,
9375,1568-1475,,0.500,1.232,0.541,,,
9375,1758-5880,,0.500,0.846,0.428,,,
9375,1388-7890,,0.500,0.521,0.167,,,
9375,0885-7458,,0.500,0.478,0.256,,,
9375,1064-5632,,0.500,0.568,0.689,,,
9375,1088-467X,,0.500,0.548,0.224,,,
9375,2222-3959,,0.500,0.302,0.077,,,
9375,0250-6335,,0.500,0.476,0.226,,,
9375,0022-2801,,0.500,0.634,0.548,,,
9375,0334-6447,,0.500,0.437,0.089,,,
9375,0022-4456,,0.500,0.810,0.200,,,
9375,1097-198X,,0.500,Not Available,Not Available,,,
9375,1061-1924,,0.500,0.424,0.296,,,
9375,0127-9084,,0.500,0.574,0.066,,,
9375,1074-9039,,0.500,Not Available,Not Available,,,
9375,0954-898X,,0.500,0.789,0.438,,,
9375,1558-6073,,0.500,0.709,0.315,,,
9375,0033-0337,,0.500,0.460,0.182,,,
9375,0033-0337,,0.500,0.460,0.182,,,
9375,0048-5764,,0.500,1.208,0.389,,,
9375,0034-673X,,0.500,0.493,0.217,,,
9375,1363-6669,,0.500,0.708,0.299,,,
9375,0265-9646,,0.500,0.558,0.134,,,
9375,1532-6349,,0.500,0.631,0.506,,,
9375,0240-8759,,0.500,0.671,0.171,,,
9411,1729-8806,,0.497,0.579,0.104,,,
9411,0025-2611,,0.497,0.599,0.879,,,
9411,1016-2291,,0.497,0.810,0.257,,,
9411,0716-1018,,0.497,0.487,0.082,,,
9411,0080-6234,,0.497,0.653,0.076,,,
9411,0080-6234,,0.497,0.653,0.076,,,
9411,1064-5616,,0.497,0.547,0.724,,,
9418,0304-4068,,0.496,0.530,0.690,,,
9418,0304-4068,,0.496,0.530,0.690,,,
9418,1063-0740,,0.496,0.539,0.113,,,
9418,0972-1525,,0.496,Not Available,Not Available,,,
9422,0008-4433,,0.495,0.437,0.146,,,
9422,1947-6337,,0.495,0.552,0.096,,,
9422,1028-334X,,0.495,0.466,0.184,,,
9422,1520-9202,,0.495,Not Available,Not Available,,,
9422,0379-4024,,0.495,0.528,0.550,,,
9422,1346-8804,,0.495,0.534,0.144,,,
9422,1880-5566,,0.495,0.394,0.123,,,
9422,1596-5996,,0.495,0.879,0.174,,,
9430,1478-422X,,0.494,0.602,0.203,,,
9430,1063-7745,,0.494,0.495,0.158,,,
9430,1499-2671,,0.494,1.129,0.417,,,
9430,0015-7473,,0.494,0.644,0.174,,,
9430,1069-3513,,0.494,0.462,0.168,,,
9430,1097-3923,,0.494,0.592,0.611,,,
9436,0957-154X,,0.493,0.486,0.221,,,
9436,1063-8539,,0.493,0.627,0.813,,,
9436,2193-6315,,0.493,0.493,0.152,,,
