Rank,Issn,Journal Impact Factor,5-Year Impact Factor,Article Influence Score,,,
10103,1310-4772,0.443,0.262,0.017,,,
10106,0002-5240,0.442,0.400,0.317,,,
10106,0139-570X,0.442,0.398,0.079,,,
10106,0139-570X,0.442,0.398,0.079,,,
10106,0825-0383,0.442,0.791,0.218,,,
10106,0048-3931,0.442,0.500,0.202,,,
10106,1506-218X,0.442,0.438,0.060,,,
10106,0039-3320,0.442,0.462,0.128,,,
10113,0016-2736,0.441,0.484,0.653,,,
10113,0021-3551,0.441,0.502,0.141,,,
10113,1075-8216,0.441,0.410,0.262,,,
10113,0211-2159,0.441,0.564,0.241,,,
10113,1434-4742,0.441,0.384,0.547,,,
10113,0042-0905,0.441,0.399,0.136,,,
10119,0003-5033,0.440,0.397,0.125,,,
10119,1976-8354,0.440,0.355,0.082,,,
10119,1529-7373,0.440,0.385,0.186,,,
10119,1477-8424,0.440,0.416,0.222,,,
10119,1383-7621,0.440,0.709,0.329,,,
10119,1226-3192,0.440,0.636,0.387,,,
10119,1461-1570,0.440,0.556,0.740,,,
10126,0006-9248,0.439,0.406,0.094,,,
10126,1292-8100,0.439,0.554,0.769,,,
10126,1939-5981,0.439,0.333,0.107,,,
10126,0021-8286,0.439,0.377,0.248,,,
10126,1522-2179,0.439,0.592,0.137,,,
10126,1522-2179,0.439,0.592,0.137,,,
10126,2043-9083,0.439,0.492,0.121,,,
10133,0939-2661,0.438,0.411,0.066,,,
10133,0311-6999,0.438,0.553,0.284,,,
10133,1535-3516,0.438,0.519,0.272,,,
10133,0955-7571,0.438,0.468,0.269,,,
10133,0012-3862,0.438,0.342,0.303,,,
10133,1034-912X,0.438,0.903,0.306,,,
10133,1050-6519,0.438,0.691,0.179,,,
10133,1607-9264,0.438,0.356,0.064,,,
10133,0386-216X,0.438,0.296,0.039,,,
10142,0888-3254,0.437,0.509,0.584,,,
10142,0018-7259,0.437,0.646,0.236,,,
10142,0219-8878,0.437,0.564,0.252,,,
10145,1137-6627,0.436,0.407,0.064,,,
10145,1137-6627,0.436,0.407,0.064,,,
10145,0749-0739,0.436,1.141,0.328,,,
10148,1551-9899,0.435,0.513,0.168,,,
10148,0023-9356,0.435,0.487,0.197,,,
10148,0307-3378,0.435,0.422,0.214,,,
10148,0862-5468,0.435,0.641,0.201,,,
10148,1027-5193,0.435,0.500,0.347,,,
10148,0315-0860,0.435,0.257,0.207,,,
10148,0315-0860,0.435,0.257,0.207,,,
10148,0971-2119,0.435,0.353,0.077,,,
10148,0300-5267,0.435,0.437,0.087,,,
10157,0587-3908,0.434,0.440,0.198,,,
10157,0965-3562,0.434,0.577,0.174,,,
10157,0013-3035,0.434,0.327,0.048,,,
10157,2095-2228,0.434,0.464,0.153,,,
10157,0025-3324,0.434,0.693,0.275,,,
10162,1672-6421,0.433,0.454,0.093,,,
10162,2047-9956,0.433,0.433,0.078,,,
10162,0957-4352,0.433,0.449,0.118,,,
10162,0026-4946,0.433,Not Available,Not Available,,,
10162,0030-8730,0.433,0.546,0.713,,,
10162,1356-2517,0.433,0.897,0.342,,,
10168,1405-3322,0.432,Not Available,Not Available,,,
10168,1331-677X,0.432,0.382,0.067,,,
10168,1565-9801,0.432,0.614,0.231,,,
10168,0883-8534,0.432,0.609,0.207,,,
10168,0552-9360,0.432,Not Available,Not Available,,,
10168,1502-2250,0.432,0.942,0.192,,,
10174,1330-027X,0.431,0.595,0.130,,,
10174,0001-6497,0.431,0.465,0.104,,,
10174,1749-9755,0.431,0.842,0.456,,,
10174,0012-2661,0.431,0.405,0.209,,,
10174,1793-4311,0.431,0.524,0.196,,,
10174,0035-418X,0.431,0.397,0.146,,,
10174,1528-7092,0.431,0.394,0.124,,,
10181,0268-1145,0.430,0.508,0.198,,,
10181,0141-9331,0.430,0.512,0.205,,,
10183,0236-5294,0.429,0.422,0.307,,,
10183,1516-635X,0.429,0.557,0.159,,,
10183,1046-1310,0.429,0.842,0.289,,,
10183,0168-647X,0.429,0.364,0.225,,,
10183,0957-7572,0.429,0.506,0.157,,,
10183,1748-8885,0.429,0.544,0.193,,,
10183,1353-3312,0.429,0.579,0.414,,,
10183,2164-4535,0.429,0.557,0.148,,,
10183,1454-4164,0.429,0.416,0.089,,,
10183,1678-5878,0.429,0.447,0.108,,,
10183,0368-492X,0.429,0.347,0.070,,,
10183,0026-2803,0.429,0.730,0.205,,,
10183,0394-7394,0.429,0.265,0.385,,,
10183,0394-7394,0.429,0.265,0.385,,,
10183,1878-9714,0.429,0.411,0.253,,,
10183,0035-4902,0.429,0.551,0.105,,,
10183,1470-2541,0.429,0.876,0.286,,,
10183,0041-4301,0.429,0.498,0.138,,,
10201,1756-8692,0.426,0.563,0.168,,,
10201,1360-7804,0.426,0.473,0.266,,,
10203,0933-5137,0.425,0.501,0.134,,,
10203,0033-832X,0.425,0.401,0.083,,,
10205,0004-8623,0.424,0.452,0.111,,,
10205,0103-0752,0.424,0.516,0.478,,,
10205,0390-6663,0.424,0.571,0.127,,,
10205,1058-6458,0.424,0.619,0.834,,,
10205,0362-1588,0.424,0.446,0.452,,,
10205,0020-174X,0.424,0.646,0.209,,,
10205,1042-7260,0.424,0.577,0.163,,,
10205,1062-7375,0.424,0.590,0.200,,,
10213,0065-1036,0.423,0.487,0.602,,,
10213,1676-0603,0.423,Not Available,Not Available,,,
10213,0262-4893,0.423,0.405,0.099,,,
10213,0736-623X,0.423,0.254,0.114,,,
10213,0736-623X,0.423,0.254,0.114,,,
10213,0967-0750,0.423,0.774,0.432,,,
10213,0020-5893,0.423,0.555,0.328,,,
10213,0213-1315,0.423,0.327,0.094,,,
10221,0960-7773,0.422,0.396,0.445,,,
10221,0361-7610,0.422,0.379,0.078,,,
10221,0887-6703,0.422,0.339,0.064,,,
10224,0360-1277,0.421,0.665,0.192,,,
10224,1350-293X,0.421,0.772,0.210,,,
10224,0095-6848,0.421,0.286,0.157,,,
10227,1537-9582,0.420,0.554,0.422,,,
10227,0015-1920,0.420,0.523,0.130,,,
10227,0092-2102,0.420,0.913,0.475,,,
10227,0092-2102,0.420,0.913,0.475,,,
10227,1522-8932,0.420,0.442,0.146,,,
10227,1932-6181,0.420,0.604,0.204,,,
10227,0960-3409,0.420,0.523,0.218,,,
10227,0965-5441,0.420,0.479,0.121,,,
10227,1449-4035,0.420,Not Available,Not Available,,,
10227,1392-3196,0.420,0.469,0.106,,,
10237,0928-1371,0.419,0.520,0.230,,,
10237,1064-590X,0.419,0.470,0.154,,,
10237,1064-590X,0.419,0.470,0.154,,,
10237,0018-2168,0.419,0.507,0.463,,,
10237,1742-7584,0.419,Not Available,Not Available,,,
10237,0883-2919,0.419,0.805,0.326,,,
10243,1844-8135,0.418,Not Available,Not Available,,,
10243,1735-1383,0.418,0.649,0.127,,,
10243,0374-4884,0.418,0.476,0.127,,,
10243,0029-1951,0.418,0.684,0.209,,,
10247,0003-9756,0.417,0.563,0.342,,,
10247,0004-2749,0.417,0.444,0.120,,,
10247,0037-9484,0.417,0.489,0.969,,,
10247,0073-2753,0.417,0.582,0.466,,,
10247,0073-2753,0.417,0.582,0.466,,,
10247,0219-6913,0.417,0.637,0.168,,,
10247,0266-4763,0.417,0.591,0.292,,,
10247,0899-7764,0.417,0.410,0.203,,,
10247,0035-6808,0.417,0.336,0.067,,,
10247,0041-1450,0.417,0.652,0.350,,,
10247,0303-9021,0.417,0.343,0.091,,,
10247,0351-0026,0.417,0.333,0.057,,,
10259,0313-6647,0.416,0.687,0.257,,,
10259,0027-8378,0.416,0.291,0.238,,,
10261,1369-1473,0.415,0.697,0.574,,,
10261,1035-8811,0.415,0.516,0.339,,,
10261,1869-1951,0.415,0.447,0.130,,,
10264,0266-0784,0.414,Not Available,Not Available,,,
10264,1016-2364,0.414,0.419,0.116,,,
10264,0030-9982,0.414,Not Available,Not Available,,,
10264,0030-2228,0.414,0.885,0.282,,,
10264,0030-6525,0.414,0.514,0.165,,,
10264,0100-2945,0.414,0.555,0.126,,,
10264,1016-8664,0.414,Not Available,Not Available,,,
10271,0577-9073,0.413,0.475,0.137,,,
10271,0012-5008,0.413,0.447,0.117,,,
10271,1303-5010,0.413,0.506,0.173,,,
10271,0971-4588,0.413,0.671,0.162,,,
10271,0218-2165,0.413,0.405,0.342,,,
10276,1392-1355,0.412,0.488,0.098,,,
10277,0016-7169,0.411,0.482,0.218,,,
10277,0972-5938,0.411,0.595,0.102,,,
10277,0742-0463,0.411,0.400,0.223,,,
10277,1073-2780,0.411,0.713,1.236,,,
10277,0939-7140,0.411,0.522,0.154,,,
10282,0017-4947,0.410,0.306,0.063,,,
10282,1474-7472,0.410,0.938,1.139,,,
10282,0075-8434,0.410,0.702,0.765,,,
10282,0032-3195,0.410,0.712,0.823,,,
10282,0915-7352,0.410,0.514,0.160,,,
10287,0117-1968,0.409,0.398,0.237,,,
10287,0888-7462,0.409,0.634,0.241,,,
10287,0263-0923,0.409,0.387,0.094,,,
10287,0139-9918,0.409,0.405,0.141,,,
10287,0082-5638,0.409,0.536,0.120,,,
10292,0001-5458,0.408,0.402,0.124,,,
10292,0008-4395,0.408,0.400,0.487,,,
10292,0826-8185,0.408,0.422,0.108,,,
10292,0039-6338,0.408,0.547,0.384,,,
10296,0929-693X,0.407,0.336,0.076,,,
10296,0046-1121,0.407,0.371,0.207,,,
10296,0026-2285,0.407,0.585,0.916,,,
10296,1422-6944,0.407,0.286,0.130,,,
10296,1422-6944,0.407,0.286,0.130,,,
10296,0539-0184,0.407,0.473,0.188,,,
10296,1300-0632,0.407,0.507,0.108,,,
10296,0251-3625,0.407,0.303,0.106,,,
10304,1634-0744,0.406,Not Available,Not Available,,,
10304,0424-267X,0.406,0.272,0.051,,,
10304,0424-267X,0.406,0.272,0.051,,,
10304,1246-7405,0.406,Not Available,Not Available,,,
10304,2194-6361,0.406,0.481,0.219,,,
10304,0023-432X,0.406,0.433,0.105,,,
10304,0028-3770,0.406,0.381,0.102,,,
10304,0172-8113,0.406,0.510,0.112,,,
10304,0034-673X,0.406,0.421,0.182,,,
10313,0001-9240,0.405,0.479,0.201,,,
10313,0883-8542,0.405,0.644,0.202,,,
10313,0143-3369,0.405,0.433,0.144,,,
10313,1612-295X,0.405,0.800,0.454,,,
10313,1662-9981,0.405,0.538,0.358,,,
10313,0127-9084,0.405,0.449,0.061,,,
10313,0090-8320,0.405,0.419,0.204,,,
10313,0399-0559,0.405,0.505,0.298,,,
10313,0269-1728,0.405,Not Available,Not Available,,,
10313,1223-7027,0.405,0.329,0.051,,,
10323,2047-3087,0.404,0.404,0.100,,,
10323,2047-3087,0.404,0.404,0.100,,,
10323,0094-582X,0.404,0.621,0.356,,,
10323,1769-7255,0.404,0.368,0.083,,,
10323,0030-9923,0.404,0.447,0.070,,,
10323,1224-5984,0.404,0.442,0.091,,,
10323,0269-8897,0.404,0.446,0.447,,,
10323,0269-8897,0.404,0.446,0.447,,,
10331,0943-4062,0.403,0.558,0.363,,,
10331,0792-156X,0.403,0.466,0.102,,,
10331,1475-472X,0.403,0.741,0.447,,,
10331,0025-6501,0.403,0.375,0.083,,,
10331,0951-631X,0.403,0.443,0.178,,,
10331,0951-631X,0.403,0.443,0.178,,,
10337,1011-6702,0.402,0.382,0.203,,,
10337,0030-6126,0.402,0.466,0.697,,,
10339,1003-2169,0.401,0.448,0.143,,,
10339,1001-8042,0.401,0.302,0.095,,,
10341,1806-2563,0.400,0.369,0.070,,,
10341,0003-5599,0.400,0.497,0.114,,,
10341,0862-7940,0.400,0.430,0.242,,,
10341,0738-6729,0.400,0.978,0.319,,,
10341,1548-159X,0.400,1.131,0.832,,,
10341,0269-1191,0.400,0.305,0.158,,,
10341,0791-6833,0.400,1.171,0.419,,,
10341,1351-1610,0.400,0.540,0.166,,,
10341,0021-9371,0.400,0.572,0.397,,,
10341,0305-7240,0.400,0.454,0.146,,,
10341,1302-0250,0.400,0.503,0.145,,,
10341,1098-6065,0.400,1.090,0.581,,,
10341,0748-4526,0.400,0.410,0.146,,,
10341,0032-3187,0.400,0.380,0.191,,,
10341,1665-2436,0.400,0.361,0.172,,,
10341,2007-1124,0.400,0.397,0.084,,,
10341,1547-139X,0.400,1.034,0.396,,,
10341,0591-2385,0.400,0.336,0.031,,,
10341,1016-264X,0.400,0.302,0.063,,,
10360,1069-3513,0.399,0.458,0.176,,,
10360,1000-2413,0.399,0.579,0.112,,,
10360,0033-2496,0.399,0.332,0.032,,,
10360,0035-7596,0.399,0.479,0.417,,,
10364,1738-2297,0.398,Not Available,Not Available,,,
10364,0952-6951,0.398,0.621,0.369,,,
10364,0952-6951,0.398,0.621,0.369,,,
10367,0008-4840,0.397,0.544,0.193,,,
10367,1354-571X,0.397,0.331,0.203,,,
10367,0024-4902,0.397,0.393,0.128,,,
10367,0465-5893,0.397,0.305,0.046,,,
10367,0038-2361,0.397,0.553,0.187,,,
10367,0148-4419,0.397,0.632,0.200,,,
10373,1352-7606,0.396,0.853,0.228,,,
10373,1943-670X,0.396,0.404,0.054,,,
10373,0949-5932,0.396,0.496,0.574,,,
10373,2093-8551,0.396,Not Available,Not Available,,,
10373,1937-1918,0.396,0.567,0.173,,,
10378,0165-0424,0.395,0.415,0.151,,,
10378,1534-8458,0.395,0.694,0.415,,,
10380,0003-889X,0.394,0.491,0.507,,,
10380,2073-106X,0.394,0.395,0.093,,,
10380,1842-6573,0.394,0.363,0.070,,,
10380,1043-4631,0.394,0.663,0.508,,,
10380,1606-9749,0.394,Not Available,Not Available,,,
10385,0008-7475,0.393,0.390,0.104,,,
10385,0016-1136,0.393,0.253,0.067,,,
10385,0101-2061,0.393,0.407,0.070,,,
10385,0218-2130,0.393,0.371,0.136,,,
10385,1082-6742,0.393,0.737,0.227,,,
10385,1347-9466,0.393,0.420,0.076,,,
10391,2115-8789,0.392,0.430,0.090,,,
10391,1098-3511,0.392,0.464,0.194,,,
10391,0022-0094,0.392,0.347,0.384,,,
10391,0915-5287,0.392,0.414,0.047,,,
10391,1230-6169,0.392,0.379,0.079,,,
10391,1057-610X,0.392,0.603,0.363,,,
10397,0091-4150,0.391,0.897,0.344,,,
10398,0392-839X,0.390,0.405,0.102,,,
10398,0010-3624,0.390,0.553,0.155,,,
10398,0016-2663,0.390,0.533,0.505,,,
10398,1555-4120,0.390,0.942,0.417,,,
10398,1541-308X,0.390,0.353,0.138,,,
10398,1067-4136,0.390,0.430,0.113,,,
10398,0253-3952,0.390,0.418,0.250,,,
10405,0882-7958,0.389,0.247,0.074,,,
10405,1214-9705,0.389,0.606,0.208,,,
10405,1935-1690,0.389,0.406,0.438,,,
10405,1027-5851,0.389,0.420,0.151,,,
10405,0208-4147,0.389,Not Available,Not Available,,,
10405,0042-8639,0.389,0.477,0.185,,,
10411,0001-5415,0.388,0.448,0.099,,,
10411,0092-7872,0.388,0.494,0.415,,,
10411,0911-0119,0.388,0.444,0.477,,,
10411,1064-2269,0.388,0.309,0.074,,,
10411,1742-7932,0.388,0.602,0.168,,,
10411,1742-7932,0.388,0.602,0.168,,,
10417,0171-8177,0.387,0.366,0.112,,,
10417,0376-4699,0.387,0.635,0.114,,,
10417,0181-5512,0.387,0.409,0.086,,,
10417,2008-3645,0.387,0.469,0.085,,,
10417,1017-7833,0.387,0.272,0.055,,,
10417,1877-9751,0.387,Not Available,Not Available,,,
10423,0006-8241,0.386,0.506,0.111,,,
10423,1617-9447,0.386,Not Available,Not Available,,,
10423,1056-2176,0.386,0.449,0.213,,,
10423,1687-4722,0.386,0.624,0.169,,,
10423,2079-7362,0.386,0.545,0.358,,,
10423,1556-7036,0.386,0.576,0.127,,,
10423,1226-508X,0.386,0.412,0.132,,,
10423,0972-5849,0.386,0.554,0.145,,,
10423,0019-1442,0.386,0.284,0.048,,,
10423,0024-2594,0.386,0.398,0.137,,,
10423,0378-4177,0.386,0.583,0.414,,,
10423,0041-1612,0.386,0.728,0.177,,,
10435,1617-9846,0.385,0.811,0.226,,,
10435,1558-6235,0.385,0.568,0.191,,,
10435,1042-3915,0.385,0.477,0.280,,,
10435,1555-130X,0.385,0.384,0.085,,,
10435,1062-8061,0.385,0.289,0.092,,,
10435,0021-1575,0.385,0.521,0.117,,,
10441,1470-3297,0.384,1.051,0.383,,,
10441,2092-6782,0.384,0.475,0.127,,,
10443,1995-7262,0.383,0.533,0.206,,,
10443,0032-7034,0.383,0.399,0.066,,,
10445,0103-8478,0.382,0.505,0.151,,,
10445,1527-3741,0.382,0.378,0.080,,,
10447,0168-9673,0.381,0.468,0.246,,,
10447,1035-6908,0.381,0.550,0.133,,,
10447,0015-7899,0.381,0.531,0.112,,,
10447,0026-0673,0.381,0.343,0.103,,,
10447,0033-2828,0.381,0.314,0.305,,,
10452,2005-3673,0.380,0.428,0.090,,,
10452,2005-3673,0.380,0.428,0.090,,,
10452,0024-998X,0.380,0.439,0.147,,,
10452,0218-625X,0.380,0.418,0.070,,,
10456,0095-4527,0.379,0.350,0.066,,,
10456,0014-3855,0.379,0.290,0.030,,,
10456,0265-0533,0.379,0.725,0.240,,,
10456,0090-3973,0.379,0.450,0.148,,,
10456,1023-2796,0.379,0.580,0.162,,,
10461,0267-3649,0.378,Not Available,Not Available,,,
10461,1370-0049,0.378,0.283,0.131,,,
10461,1018-4619,0.378,0.419,0.062,,,
10461,0018-2079,0.378,0.419,0.368,,,
10461,1335-3632,0.378,0.483,0.110,,,
10461,1322-9400,0.378,0.549,0.242,,,
10461,1741-4350,0.378,0.517,0.280,,,
10461,0077-7757,0.378,0.654,0.234,,,
10461,0031-322X,0.378,0.550,0.337,,,
10461,1869-4187,0.378,0.511,0.325,,,
10461,0882-7524,0.378,0.339,0.115,,,
10461,0968-3445,0.378,0.261,0.256,,,
10473,0785-8760,0.377,0.382,0.127,,,
10473,2194-6183,0.377,0.338,0.235,,,
10473,0334-6455,0.377,0.301,0.079,,,
10473,0218-3390,0.377,0.492,0.155,,,
10473,1594-5685,0.377,0.354,0.079,,,
10473,0486-6134,0.377,0.644,0.337,,,
10479,1672-7975,0.376,0.633,0.242,,,
10479,1750-8460,0.376,0.305,0.090,,,
10479,0039-2316,0.376,0.356,0.119,,,
10482,0567-8315,0.375,0.410,0.065,,,
10482,1035-7823,0.375,0.553,0.272,,,
10482,0891-2556,0.375,0.653,0.175,,,
10482,1064-5624,0.375,0.320,0.252,,,
10482,0013-1881,0.375,0.669,0.266,,,
10482,1388-364X,0.375,0.622,0.246,,,
10482,0921-5077,0.375,0.587,0.112,,,
10482,1728-3043,0.375,Not Available,Not Available,,,
10482,0925-8558,0.375,0.358,0.419,,,
10482,0022-0787,0.375,0.376,0.118,,,
10482,0037-7031,0.375,0.280,0.023,,,
10482,1300-7580,0.375,0.371,0.056,,,
10482,1357-5317,0.375,0.678,0.196,,,
10482,0240-8759,0.375,0.552,0.163,,,
10496,0325-0075,0.374,0.413,0.107,,,
10496,0970-9371,0.374,0.444,0.100,,,
10496,1648-4460,0.374,0.299,0.040,,,
10499,0108-0288,0.373,0.554,0.167,,,
10499,2163-2480,0.373,0.373,0.357,,,
10499,1530-9827,0.373,0.608,0.269,,,
10502,1562-2916,0.372,0.410,0.101,,,
10502,0326-2383,0.372,0.311,0.051,,,
10502,0037-1912,0.372,0.512,0.358,,,
10502,0361-6525,0.372,0.403,0.106,,,
10502,1470-3572,0.372,0.564,0.293,,,
10507,0332-1649,0.371,0.332,0.109,,,
10507,0125-2526,0.371,0.468,0.085,,,
10507,0022-0930,0.371,0.357,0.066,,,
10507,0273-2173,0.371,0.569,0.243,,,
10511,1465-4466,0.370,0.679,0.435,,,
10511,1368-1613,0.370,0.633,0.137,,,
10511,0972-3757,0.370,0.351,0.063,,,
10511,0738-2480,0.370,Not Available,Not Available,,,
10511,0033-2623,0.370,0.293,0.050,,,
10511,0009-6881,0.370,0.327,0.137,,,
10517,0254-0223,0.368,0.340,0.104,,,
10517,0141-7789,0.368,0.552,0.307,,,
10517,1528-0748,0.368,Not Available,Not Available,,,
10520,1470-8914,0.367,0.353,0.263,,,
10520,0948-7921,0.367,0.475,0.115,,,
10520,0147-5479,0.367,0.397,0.199,,,
10520,1584-7101,0.367,0.590,0.174,,,
10520,1905-7873,0.367,0.419,0.090,,,
10525,0305-5698,0.366,0.539,0.244,,,
10525,1728-4554,0.366,0.532,0.131,,,
10525,0301-2212,0.366,0.488,0.157,,,
10525,1413-9324,0.366,0.518,0.185,,,
10529,1021-3589,0.365,0.647,0.173,,,
10529,0178-7667,0.365,0.285,0.062,,,
10529,1108-4189,0.365,0.709,0.179,,,
10532,1657-9534,0.364,0.215,0.044,,,
10532,1212-1975,0.364,0.535,0.122,,,
10532,0367-598X,0.364,0.319,0.058,,,
10532,0019-3577,0.364,0.382,0.397,,,
10532,1340-6116,0.364,0.385,0.487,,,
10532,0332-5865,0.364,0.321,0.171,,,
10532,1541-6577,0.364,Not Available,Not Available,,,
10532,1541-6577,0.364,Not Available,Not Available,,,
10532,0277-3945,0.364,0.365,0.086,,,
10532,1990-7931,0.364,0.358,0.060,,,
10532,0265-9646,0.364,0.479,0.081,,,
10532,1336-4561,0.364,0.399,0.085,,,
10544,0869-8643,0.363,0.359,0.123,,,
10545,0129-2986,0.362,0.522,0.203,,,
10545,0218-1940,0.362,0.355,0.128,,,
10545,0143-7739,0.362,Not Available,Not Available,,,
10545,0029-4527,0.362,0.477,0.630,,,
10545,0100-736X,0.362,0.472,0.101,,,
10545,0372-5480,0.362,0.369,0.100,,,
10551,1479-8751,0.361,0.283,0.073,,,
10551,1476-6825,0.361,0.408,0.114,,,
10551,1540-9589,0.361,0.407,0.150,,,
10551,1531-426X,0.361,0.507,0.362,,,
10551,0035-2969,0.361,0.461,0.317,,,
10551,0097-8078,0.361,0.415,0.095,,,
10557,1646-0758,0.360,0.374,0.091,,,
10557,0120-0488,0.360,0.432,0.148,,,
10557,1300-7777,0.360,0.359,0.089,,,
10560,0218-8791,0.359,0.561,0.241,,,
10560,1532-0073,0.359,0.445,0.791,,,
10560,0085-4530,0.359,0.466,0.117,,,
10560,1806-9290,0.359,0.638,0.210,,,
10560,0037-7317,0.359,0.361,0.157,,,
10565,0007-4888,0.358,0.349,0.058,,,
10565,1488-2159,0.358,0.746,0.224,,,
10565,0100-6762,0.358,0.555,0.162,,,
10568,0042-4870,0.357,0.357,0.081,,,
10568,1468-2745,0.357,0.386,0.350,,,
10568,0266-3554,0.357,0.500,0.623,,,
10568,1058-4587,0.357,0.407,0.104,,,
10568,1699-6887,0.357,0.306,0.096,,,
10568,0094-9930,0.357,0.531,0.220,,,
10568,1383-4924,0.357,0.543,0.442,,,
10568,1860-5974,0.357,0.472,0.502,,,
10576,1751-8601,0.356,0.408,0.173,,,
10576,0387-1533,0.356,0.323,0.075,,,
10576,1386-6710,0.356,0.310,0.059,,,
10579,1582-6163,0.355,0.387,0.063,,,
10579,1527-0904,0.355,0.514,0.180,,,
10581,1053-4628,0.354,0.549,0.162,,,
10581,1355-5502,0.354,0.333,0.091,,,
10581,0021-8928,0.354,0.398,0.238,,,
10581,0032-8855,0.354,1.033,0.439,,,
10581,1468-6783,0.354,0.543,0.078,,,
10581,0147-2011,0.354,0.349,0.129,,,
10581,0315-3681,0.354,0.341,0.168,,,
10588,0008-6452,0.353,0.560,0.200,,,
10588,1210-7913,0.353,0.358,0.080,,,
10588,1022-386X,0.353,0.393,0.100,,,
10588,0717-9707,0.353,0.548,0.101,,,
10588,0120-0690,0.353,0.348,0.110,,,
10593,1748-8842,0.352,0.479,0.141,,,
10593,0008-4239,0.352,0.578,0.354,,,
10593,0015-4628,0.352,0.390,0.126,,,
10593,1077-2618,0.352,0.628,0.303,,,
10593,1048-1885,0.352,0.684,0.264,,,
10593,0937-9819,0.352,0.373,0.048,,,
10599,0133-3852,0.351,0.420,0.302,,,
10599,1352-4739,0.351,0.428,0.223,,,
10599,0021-8944,0.351,0.309,0.118,,,
10599,1361-7672,0.351,0.353,0.151,,,
10599,1225-4657,0.351,0.305,0.115,,,
10604,1680-2012,0.350,0.500,0.323,,,
10604,0334-9152,0.350,0.325,0.088,,,
10604,2164-8034,0.350,0.350,0.308,,,
10604,0955-6222,0.350,0.493,0.109,,,
10608,1559-2448,0.349,0.526,0.131,,,
10608,1062-3701,0.349,0.695,0.228,,,
10608,1019-9128,0.349,0.547,0.145,,,
10611,0002-0184,0.348,0.383,0.308,,,
10611,0004-9018,0.348,0.358,0.170,,,
10611,1759-0787,0.348,0.472,0.247,,,
10611,0371-750X,0.348,0.371,0.088,,,
10615,0950-1746,0.347,0.488,0.107,,,
10615,0534-0012,0.347,0.424,0.056,,,
10615,1303-0485,0.347,0.434,0.094,,,
10615,1513-1874,0.347,0.461,0.112,,,
10619,0217-5959,0.346,0.582,0.235,,,
10619,1863-9933,0.346,0.414,0.128,,,
10619,1070-0048,0.346,0.289,0.080,,,
10619,1542-3980,0.346,0.741,0.199,,,
10619,1311-9109,0.346,0.411,0.065,,,
10624,0967-067X,0.345,0.544,0.295,,,
10624,1529-5036,0.345,0.702,0.418,,,
10624,1344-6606,0.345,0.480,0.109,,,
10624,0253-5106,0.345,0.374,0.066,,,
10628,0890-5487,0.344,0.498,0.121,,,
10628,1673-5447,0.344,0.262,0.048,,,
10628,0950-0782,0.344,0.647,0.319,,,
10631,1607-6729,0.343,0.347,0.092,,,
10631,0973-3930,0.343,0.643,0.153,,,
10631,0025-5521,0.343,0.464,0.496,,,
10631,1437-2940,0.343,0.625,0.208,,,
10635,0353-9466,0.342,0.417,0.086,,,
10635,1064-2684,0.342,0.492,0.296,,,
10635,1028-6276,0.342,0.384,0.097,,,
10638,1005-1031,0.341,0.367,0.181,,,
10638,0963-8199,0.341,0.412,0.181,,,
10640,0006-5196,0.340,0.583,0.213,,,
10640,0012-3846,0.340,0.509,0.514,,,
10640,0020-8590,0.340,0.322,0.330,,,
10643,0144-8188,0.339,0.506,0.350,,,
10643,1226-8763,0.339,0.351,0.043,,,
10643,0026-749X,0.339,0.404,0.392,,,
10643,0035-001X,0.339,0.319,0.094,,,
10647,1076-5670,0.338,0.488,0.221,,,
10647,1229-9162,0.338,0.461,0.094,,,
10647,1070-9762,0.338,0.348,0.064,,,
10647,1819-7140,0.338,0.376,0.120,,,
10651,1554-0014,0.337,0.322,0.097,,,
10651,0192-6225,0.337,0.238,0.156,,,
10651,0549-3811,0.337,0.312,0.117,,,
10654,1935-1682,0.336,0.848,0.810,,,
10654,0015-5659,0.336,0.582,0.139,,,
10654,0897-5264,0.336,0.782,0.285,,,
10654,0032-3179,0.336,0.500,0.288,,,
10658,0102-0536,0.335,0.604,0.147,,,
10658,0025-5300,0.335,0.251,0.073,,,
10660,0001-4346,0.334,0.272,0.258,,,
10661,1224-1784,0.333,0.221,0.079,,,
10661,0066-4677,0.333,0.487,0.257,,,
10661,0360-7275,0.333,0.452,0.122,,,
10661,1861-9002,0.333,0.242,0.049,,,
10661,0013-1245,0.333,0.430,0.225,,,
10661,0235-7186,0.333,0.196,0.004,,,
10661,0016-626X,0.333,0.454,0.132,,,
10661,0017-095X,0.333,0.313,0.284,,,
10661,0308-5694,0.333,0.258,0.237,,,
10661,2228-6160,0.333,0.304,0.056,,,
10661,1043-7797,0.333,0.705,0.189,,,
10661,1542-7560,0.333,0.569,0.284,,,
10661,1728-869X,0.333,0.890,0.266,,,
10661,1006-8775,0.333,0.555,0.095,,,
10661,1269-1763,0.333,0.230,0.057,,,
10661,1269-1763,0.333,0.230,0.057,,,
10661,0033-5630,0.333,0.449,0.185,,,
10661,0925-9880,0.333,0.234,0.075,,,
10661,0035-4066,0.333,0.284,0.020,,,
10661,0932-0555,0.333,0.530,0.109,,,
10661,1035-0330,0.333,Not Available,Not Available,,,
10661,1842-2845,0.333,0.312,0.049,,,
10683,0043-3144,0.332,0.414,0.105,,,
