"","Level","Points","Journal","ISSN","Econ","ABS","I","A","T"
"2762","Level IV",20,"Theoretical Economics Letters","2162-2078",1,NA,NA,NA,NA
"2763","Level IV",20,"Journal of Mathematical Finance","2162-2434",1,NA,NA,NA,NA
"2764","Level IV",20,"Choices","2162-2884",1,NA,NA,NA,NA
"2765","No Level",NA,"Service Science","2164-3970",NA,1,NA,NA,NA
"2766","Level IV",20,"Critical Finance Review","2164-5744",1,NA,NA,NA,NA
"2767","No Level",NA,"Critical Finance Review","2164-5760",NA,1,NA,NA,NA
"2768","No Level",NA,"Economics and Finance Research","2164-9480",NA,1,NA,NA,NA
"2769","No Level",NA,"Journal of Forensic and Investigative Accounting (previsously Journal of Forensic Accounting)","2165-3755",NA,1,NA,NA,NA
"2770","No Level",NA,"China Journal of Accounting Studies","2169-7213",NA,1,NA,NA,NA
"2771","Level IV",20,"Aestimatio: The IEB International Journal of Finance","2173-0164",1,NA,NA,NA,NA
"2772","Level IV",20,"Spanish Review of Financial Economics","2173-1268",1,NA,NA,NA,NA
"2773","Level IV",20,"Revista de Empresa Familiar","2174-2529",1,NA,NA,NA,NA
"2774","Level IV",20,"Atlantic Review of Economics/Revista Atlantica de Economia","2174-3835",1,NA,NA,NA,NA
"2775","Level IV",20,"Iberoamerican Journal of Strategic Management","2176-0756",1,NA,NA,NA,NA
"2776","Level IV",20,"Economic Analysis of Law Review","2178-0587",1,NA,NA,NA,NA
"2777","Level IV",20,"International Journal of China Studies","2180-3250",1,NA,NA,NA,NA
"2778","Level IV",20,"Japanese Accounting Review","2185-4785",1,NA,NA,NA,NA
"2779","Level III",40,"Zeitschrift fur Psychologie - Journal of Psychology","2190-8370",NA,2,1.94466666666667,0.620333333333333,1.35833333333333
"2780","Level IV",20,"Mineral Economics","2191-2203",1,1,NA,NA,NA
"2781","No Level",NA,"Journal of Management Control","2191-4761",NA,2,NA,NA,NA
"2782","Level IV",20,"Journal of Economic Structures","2193-2409",1,NA,NA,NA,NA
"2783","Level IV",20,"Agricultural and Food Economics","2193-7532",1,NA,NA,NA,NA
"2784","Level IV",20,"IZA Journal of Labor Economics","2193-8997",1,2,NA,NA,NA
"2785","Level IV",20,"IZA Journal of Labor Policy","2193-9004",1,1,NA,NA,NA
"2786","Level IV",20,"IZA Journal of European Labor Studies","2193-9012",1,1,NA,NA,NA
"2787","Level IV",20,"IZA Journal of Labor and Development","2193-9020",1,1,NA,NA,NA
"2788","Level IV",20,"IZA Journal of Migration","2193-9039",1,2,NA,NA,NA
"2789","Level IV",20,"Global Economy Journal","2194-5659",1,NA,NA,NA,NA
"2790","Level IV",20,"Journal of Business Valuation and Economic Loss Analysis","2194-5861",1,NA,NA,NA,NA
"2791","Level IV",20,"Journal of Benefit-Cost Analysis","2194-5888",1,NA,NA,NA,NA
"2792","Level IV",20,"Journal of Agricultural and Food Industrial Organization","2194-5896",1,NA,NA,NA,NA
"2793","Level IV",20,"Review of Marketing Science","2194-5985",1,NA,NA,NA,NA
"2794","Level IV",36.8969437287978,"Review of Network Economics","2194-5993",1,NA,0.809666666666667,0.518333333333333,0.193333333333333
"2795","Level IV",20,"Accounting, Economics, and Law: A Convivium","2194-6051",1,NA,NA,NA,NA
"2796","Level IV",20,"Asia-Pacific Journal of Risk and Insurance","2194-606X",1,NA,NA,NA,NA
"2797","Level IV",20,"Asian Journal of Law and Economics","2194-6086",1,NA,NA,NA,NA
"2798","Level IV",20,"Basic Income Studies","2194-6094",1,NA,NA,NA,NA
"2799","Level IV",20,"B.E. Journal of Economic Analysis and Policy","2194-6108",1,NA,NA,NA,NA
"2800","Level IV",20,"B.E. Journal of Macroeconomics","2194-6116",1,NA,NA,NA,NA
"2801","Level IV",20,"B.E. Journal of Theoretical Economics","2194-6124",1,NA,NA,NA,NA
"2802","Level IV",20,"Economists' Voice","2194-6167",1,NA,NA,NA,NA
"2803","Level IV",39.4752640734865,"Entrepreneurship Research Journal","2194-6175",1,NA,1.90166666666667,0.267666666666667,1.506
"2804","Level IV",20,"Forum for Health Economics and Policy","2194-6191",1,1,NA,NA,NA
"2805","Level IV",20,"Journal of Econometric Methods","2194-6345",1,NA,NA,NA,NA
"2806","Level IV",20,"Review of Law and Economics","2194-6507",1,NA,NA,NA,NA
"2807","Level IV",20,"Journal of Time Series Econometrics","2194-6507",1,NA,NA,NA,NA
"2808","No Level",NA,"Mathematical Economics Letters","2195-4623",NA,1,NA,NA,NA
"2809","No Level",NA,"Economic Theory Bulletin","2196-1085",NA,2,NA,NA,NA
"2810","No Level",NA,"Man and the Economy","2196-9647",NA,1,NA,NA,NA
"2811","Level IV",20,"Management Review Quarterly","2198-1620",1,NA,NA,NA,NA
"2812","No Level",NA,"The Journal of Corporate Citizenship","2198-2627",NA,1,NA,NA,NA
"2813","Level IV",25.1616384644923,"Latin American Economic Review","2198-3526",1,NA,0.736,0.191,0.726
"2814","Level IV",20,"Credit and Capital Markets/Kredit und Kapital","2199-1227",1,NA,NA,NA,NA
"2815","Level IV",20,"Italian Economic Journal","2199-322X",1,NA,NA,NA,NA
"2816","Level IV",31.7000669271365,"International Journal of Health Economics and Management","2199-9023",1,NA,0.764,0.356,0.651666666666667
"2817","No Level",NA,"Management Accounting Frontiers","2209-0398",NA,1,NA,NA,NA
"2818","No Level",NA,"Tourism Management Perspectives","2211-9736",NA,2,NA,NA,2.63733333333333
"2819","Level IV",20,"Economics of Transportation","2212-0122",1,1,NA,NA,NA
"2820","Level IV",20,"Water Resources and Economics","2212-4284",1,NA,NA,NA,NA
"2821","Level IV",32.7407851248539,"Journal of Destination Marketing and Management","2212-571X",NA,1,4.53733333333333,0.476333333333333,3.91533333333333
"2822","Level IV",20,"Journal of the Economics of Ageing","2212-828X",1,NA,NA,NA,1.55466666666667
"2823","No Level",NA,"Journal of Outdoor Recreation and Tourism","2213-0780",NA,1,NA,NA,NA
"2824","No Level",NA,"International Technology Management Review","2213-7149",NA,1,NA,NA,NA
"2825","Level IV",20,"Schmalenbach Journal of Business Research","2213-8773",1,NA,NA,NA,NA
"2826","Level IV",20,"Energy Research and Social Science","2214-6296",1,NA,NA,NA,4.70366666666667
"2827","No Level",NA,"Journal of Behavioral and Experimental Finance","2214-6350",NA,1,NA,NA,NA
"2828","Level III",43.0851174861024,"Journal of Behavioral and Experimental Economics","2214-8043",1,NA,1.22166666666667,0.535,1.08366666666667
"2829","No Level",NA,"Journal of Behavioral and Experimental Economics (formerly ""Journal of Socio-Economics"")","2214-8051",NA,2,NA,NA,NA
"2830","Level IV",20,"Borsa Istanbul Review","2214-8450",1,NA,NA,NA,NA
"2831","No Level",NA,"International Journal of Industrial Engineering and Management","2217-2661",NA,1,NA,NA,NA
"2832","Level IV",20,"Ekonomske ideje i praksa","2217-6217",1,NA,NA,NA,NA
"2833","Level IV",20,"Socioeconomica","2217-7558",1,NA,NA,NA,NA
"2834","Level IV",20,"Journal of Economic Sciences: Theory and Practice","2220-8739",1,NA,NA,NA,NA
"2835","Level IV",20,"Journal of Governance and Regulation","2220-9352",1,NA,NA,NA,NA
"2836","Level IV",20,"Ekonomika APK","2221-1055",1,NA,NA,NA,NA
"2837","Level IV",20,"Zhournal Novoi Ekonomicheskoi Associacii/Journal of the New Economic Association","2221-2264",1,NA,NA,NA,NA
"2838","Level IV",20,"Islamic Banking and Finance Review","2221-5239",1,NA,NA,NA,NA
"2839","Level IV",20,"Empirical Economics Review","2222-9736",1,NA,NA,NA,NA
"2840","Level IV",20,"Econometrics","2225-1146",1,1,NA,NA,NA
"2841","Level IV",20,"Journal of Urban Management","2226-5856",1,NA,NA,NA,NA
"2842","Level IV",20,"International Journal of Financial Studies","2227-7072",1,NA,NA,NA,NA
"2843","Level IV",20,"Economies","2227-7099",1,1,NA,NA,NA
"2844","Level IV",20,"Risks","2227-9091",1,NA,NA,NA,NA
"2845","Level IV",20,"Quarterly Journal of Economic Growth and Development Research","2228-5954",1,NA,NA,NA,NA
"2846","Level IV",20,"International Journal of Business Economics and Management Research","2229-4848",1,NA,NA,NA,NA
"2847","Level IV",20,"International Journal of Economics and Research","2229-6158",1,NA,NA,NA,NA
"2848","Level IV",20,"International Research Journal of Applied Finance","2229-6891",1,NA,NA,NA,NA
"2849","Level IV",20,"SS International Journal of Business and Management Research","2231-4970",1,NA,NA,NA,NA
"2850","Level IV",20,"International Journal of Research in Finance and Marketing","2231-5985",1,NA,NA,NA,NA
"2851","Level IV",20,"Journal of East Asian Economic Integration","2234-8867",1,NA,NA,NA,NA
"2852","Level IV",20,"Swiss Journal of Economics and Statistics","2235-6282",1,NA,NA,NA,NA
"2853","Level IV",20,"Bankpedia Review","2239-8023",1,NA,NA,NA,NA
"2854","Level IV",20,"History of Economic Thought and Policy","2240-9971",1,NA,NA,NA,NA
"2855","Level IV",20,"MIBES Transactions","2241-1526",1,NA,NA,NA,NA
"2856","Level IV",20,"PRIME","2241-1534",1,NA,NA,NA,NA
"2857","Level IV",20,"East–West Journal of Economics and Business","2241-3170",1,NA,NA,NA,NA
"2858","No Level",NA,"Science & Technology Studies","2243-4690",NA,2,NA,NA,NA
"2859","Level IV",20,"Nordic Tax Journal","2246-1809",1,NA,NA,NA,NA
"2860","Level IV",20,"Review of Applied Socio-Economic Research","2247-6172",1,NA,NA,NA,NA
"2861","Level IV",20,"Journal of Knowledge Management, Economics and Information Technology","2247-7756",1,NA,NA,NA,NA
"2862","Level IV",20,"Economic Research Guardian","2247-8531",1,NA,NA,NA,NA
"2863","Level IV",20,"Revista Finanzas y Política Económica","2248-6046",1,NA,NA,NA,NA
"2864","Level IV",20,"Applied Finance Letters","2253-5799",1,NA,NA,NA,NA
"2865","Level IV",20,"Iberoamerican Journal of Development Studies","2254-2035",1,NA,NA,NA,NA
"2866","Level IV",20,"Economics and Business Letters","2254-4380",1,1,NA,NA,NA
"2867","Level IV",20,"European Journal of Government and Economics","2254-7088",1,NA,NA,NA,NA
"2868","Level IV",20,"Economics and Culture","2256-0173",1,NA,NA,NA,NA
"2869","Level IV",20,"Eastern European Business and Economics Journal","2256-0521",1,NA,NA,NA,NA
"2870","Level IV",20,"IB Información Básica en Estadística","2256-1552",1,NA,NA,NA,NA
"2871","Level IV",20,"Vie et Sciences de l'Entreprise","2262-5321",1,NA,NA,NA,NA
"2872","Level IV",20,"Indian Journal of Economics and Development","2277-5412",1,NA,NA,NA,NA
"2873","Level IV",20,"South Asian Journal of Macroeconomics and Public Finance","2277-9787",1,NA,NA,NA,NA
"2874","Level IV",20,"Bio-based and Applied Economics","2280-6180",1,NA,NA,NA,NA
"2875","Level IV",20,"Economia delle Fonti di Energia e dell'Ambiente/Economics and Policy of Energy and the Environment","2280-7659",1,NA,NA,NA,NA
"2876","Level IV",20,"Journal of Financial Management, Markets and Institutions","2282-717X",1,1,NA,NA,NA
"2877","Level IV",20,"Journal of Financial Management Markets and Institutions","2282-717X",1,1,NA,NA,NA
"2878","Level IV",20,"Economic Insights: Trends and Challenges","2284-8576",1,NA,NA,NA,NA
"2879","Level IV",20,"Cross-Cultural Management Journal","2286-0452",1,NA,NA,NA,NA
"2880","Level IV",20,"Timisoara Journal of Economics and Business","2286-0991",1,NA,NA,NA,NA
"2881","Level IV",20,"Journal of Finance and Economics (Science and Education Centre of North America)","2291-4951",1,NA,NA,NA,NA
"2882","Level IV",20,"International Journal of Management and Economics","2299-9701",1,NA,NA,NA,NA
"2883","Level IV",20,"International Business and Global Economy","2300-6102",1,NA,NA,NA,NA
"2884","No Level",NA,"International Journal of Management, Economics and Social Sciences","2304-1366",NA,1,NA,NA,NA
"2885","Level IV",20,"Journal of Asian Development Studies","2304-375X",1,NA,NA,NA,NA
"2886","Level IV",20,"Asian Economic and Financial Review","2305-2147",1,NA,NA,NA,NA
"2887","Level IV",20,"Monetary Policy and the Economy","2309-1037",1,NA,NA,NA,NA
"2888","Level IV",20,"Quantile","2309-3013",1,NA,NA,NA,NA
"2889","Level IV",20,"Focus on European Economic Integration","2310-5259",1,NA,NA,NA,NA
"2890","Level IV",20,"Asian Journal of Economic Modelling","2313-2884",1,NA,NA,NA,NA
"2891","Level IV",20,"Filosofía de la Economía","2314-3592",1,NA,NA,NA,NA
"2892","Level IV",20,"Studies in Microeconomics","2321-0222",1,NA,NA,NA,NA
"2893","No Level",NA,"IIM Kozhikode Society & Management Review","2321-029X",NA,2,NA,NA,NA
"2894","No Level",NA,"South Asian Journal of Human Resource Management","2322-0937",NA,1,NA,NA,NA
"2895","No Level",NA,"Online Journal of Applied Knowledge Management","2325-4688",NA,1,NA,NA,NA
"2896","Level IV",20,"Illinois Agricultural Economics","2325-596X",1,NA,NA,NA,NA
"2897","No Level",NA,"Journal for Advancement of Marketing Education","2326-3296",NA,1,NA,NA,NA
"2898","Level IV",20,"Journal of Marketing Behavior","2326-568X",1,NA,NA,NA,NA
"2899","Level IV",20,"Review of Behavioral Economics","2326-6198",1,2,NA,NA,NA
"2900","Level IV",20,"Journal of Finance and Economics (Science and Education Publishing)","2328-7284",1,NA,NA,NA,NA
"2901","Level IV",20,"Japanese Political Economy","2329-194X",1,1,NA,NA,NA
"2902","Level IV",20,"Journal of Self-Governance and Management Economics","2329-4175",1,NA,NA,NA,NA
"2903","Level IV",20,"California Business Review","2330-9156",1,NA,NA,NA,NA
"2904","No Level",NA,"Cogent Business & Management","2331-1975",NA,1,NA,NA,NA
"2905","Level IV",20,"Advances in Economics and Business","2331-5059",1,NA,NA,NA,NA
"2906","Level IV",20,"Universal Journal of Management","2331-950X",1,NA,NA,NA,NA
"2907","Level IV",20,"Universal Journal of Accounting and Finance","2331-9712",1,NA,NA,NA,NA
"2908","No Level",NA,"Cogent Economics & Finance","2332-2039",NA,1,NA,NA,NA
"2909","No Level",NA,"Africa Journal of Management","2332-2373",NA,2,NA,NA,NA
"2910","Level IV",20,"Universal Journal of Industrial and Business Management","2332-3310",1,NA,NA,NA,NA
"2911","Level II",73.1076772063094,"American Journal of Health Economics","2332-3493",1,NA,1.88066666666667,1.57433333333333,1.70966666666667
"2912","Level IV",20,"Journal of Business and Management Sciences","2333-4495",1,NA,NA,NA,NA
"2913","Level IV",20,"Journal of the Association of Environmental and Resource Economists","2333-5955",1,3,NA,NA,NA
"2914","Level IV",20,"Topics in Middle Eastern and North African Economies","2334-282X",1,NA,NA,NA,NA
"2915","Level IV",20,"Mednarodna Revija za Javno Upravo/International Public Administration Review","2335-3414",1,NA,NA,NA,NA
"2916","Level IV",20,"Critical Housing Analysis","2336-2839",1,NA,NA,NA,NA
"2917","Level IV",20,"Journal of Southeast Asian Economies","2339-5095",1,NA,NA,NA,NA
"2918","Level IV",20,"Nordic Journal of Business","2342-9003",1,NA,NA,NA,NA
"2919","Level IV",20,"Journal of Urban Economics and Management","2345-2870",1,NA,NA,NA,NA
"2920","Level IV",20,"Journal of Entrepreneurship, Business and Economics","2345-4695",1,NA,NA,NA,NA
"2921","Level IV",20,"Open Access Journal of Resistive Economics","2345-4954",1,NA,NA,NA,NA
"2922","Level IV",20,"Chinese Journal of Urban and Environmental Studies","2345-7481",1,NA,NA,NA,NA
"2923","Level IV",20,"Entrepreneurial Business and Economics Review","2353-883X",1,NA,NA,NA,NA
"2924","Level IV",20,"Expert Journal of Economics","2359-7704",1,NA,NA,NA,NA
"2925","Level IV",20,"Review of Economics/Jahrbuch für Wirtschaftswissenschaften","2366-035X",1,NA,NA,NA,NA
"2926","Level IV",20,"Stochastics and Quality Control","2367-2404",1,NA,NA,NA,NA
"2927","Level IV",20,"Journal of Insurance and Financial Management","2371-2112",1,NA,NA,NA,NA
"2928","Level IV",20,"Journal of Ocean and Coastal Economics","2373-8456",1,NA,NA,NA,NA
"2929","Level IV",20,"Journal of Global Economic Analysis","2377-2999",1,NA,NA,NA,NA
"2930","Level IV",20,"RSF: The Russell Sage Foundation Journal of the Social Sciences","2377-8253",1,NA,NA,NA,NA
"2931","Level IV",20,"Journal of Economic and Financial Studies","2379-9463",1,NA,NA,NA,NA
"2932","Level IV",20,"Journal of Law, Finance, and Accounting","2380-5005",1,NA,NA,NA,NA
"2933","Level IV",20,"Journal of Public and Nonprofit Affairs","2381-3717",1,NA,NA,NA,NA
"2934","Level IV",20,"Annals of Corporate Governance","2381-6724",1,NA,NA,NA,NA
"2935","Level IV",20,"Iberian Journal of the History of Economic Thought","2386-5768",1,NA,NA,NA,NA
"2936","Level IV",20,"Estudíos Socíales","2391-9569",1,NA,NA,NA,NA
"2937","Level IV",20,"Management Dynamics in the Knowledge Economy","2392-8042",1,NA,NA,NA,NA
"2938","Level IV",20,"Digital Policy, Regulation and Governance","2398-5038",1,NA,NA,NA,NA
"2939","Level II",62.9806388716277,"Environment and Planning C: Politics and Space","2399-6544",1,NA,2.67333333333333,0.723333333333333,2.28233333333333
"2940","No Level",NA,"Environment and Planning C: Politics and Space","2399-6552",NA,3,NA,NA,NA
"2941","Level IV",20,"Journal of Commodity Markets","2405-8513",1,NA,NA,NA,NA
"2942","Level IV",20,"International Journal of Business and Economic Sciences Applied Research","2408-0098",1,NA,NA,NA,NA
"2943","Level IV",20,"REGION","2409-5370",1,NA,NA,NA,NA
"2944","Level IV",20,"International Journal Vallis Aurea","2412-5210",1,NA,NA,NA,NA
"2945","Level IV",20,"Journal of Management Sciences","2413-8657",1,NA,NA,NA,NA
"2946","Level IV",20,"Agricultural and Resource Economics","2414-584X",1,NA,NA,NA,NA
"2947","Level IV",20,"Review of Integrative Business and Economics Research","2414-6722",1,NA,NA,NA,NA
"2948","Level IV",20,"Quarterly Journal of Applied Theories of Economics","2423-6578",1,NA,NA,NA,NA
"2949","Level IV",20,"Public Policy Review","2435-5615",1,NA,NA,NA,NA
"2950","Level IV",20,"Journal of Innovation and Knowledge","2444-569X",1,NA,NA,NA,NA
"2951","Level IV",20,"European Journal of Family Business","2444-877X",1,NA,NA,NA,NA
"2952","Level IV",20,"European Research on Management and Business Economics","2444-8834",1,NA,NA,NA,NA
"2953","No Level",NA,"Urban Island Studies","2445-6004",NA,1,NA,NA,NA
"2954","Level IV",20,"Revista de Administraçao d'Emprêsas","2446-9955",1,NA,NA,NA,NA
"2955","Level IV",20,"Econometric Research in Finance","2451-1935",1,NA,NA,NA,NA
"2956","Level IV",20,"World Journal of Applied Economics","2459-0126",1,NA,NA,NA,NA
"2957","Level IV",20,"Public Sector Economics","2459-8860",1,NA,NA,NA,NA
