Level,Points,Journal,ISSN,Econ,ABS,I,A,T,B.Points,,,
Level IV,20.000,Baltic Journal of Management,1746-5265,0,1,1.479,0.148,1.446,14.702,,,
Level IV,20.000,Canadian Journal of Behavioural Science-Revue Canadienne des Scie,0008-400X,0,1,1.178,0.398,1.023,19.180,,,
Level IV,20.000,Cognition Technology and Work,1435-5558,0,1,1.557,0.305,1.218,19.263,,,
Level IV,20.000,Comptabilité Contrôle Audit,1262-2788,0,1,0.400,0.033,0.306,5.478,,,
Level IV,20.000,Concurrent Engineering: Research and Applications,1063-293X,0,1,1.202,0.169,1.144,14.312,,,
Level IV,20.000,Cybernetics and Systems,0196-9722,0,1,1.269,0.226,1.437,16.145,,,
Level IV,20.000,European Journal of International Management,1751-6757,0,1,1.241,0.192,1.389,15.143,,,
Level IV,20.000,European Review of Applied Psychology-Revue Europeenne de Psychologie Appliquee,1162-9088,0,1,1.094,0.293,0.643,16.783,,,
Level IV,20.000,Gedrag and Organisatie,0921-5077,0,1,0.274,0.066,0.212,6.135,,,
Level IV,20.000,Human Factors and Ergonomics in Manufacturing and Services Industries,1090-8471,0,1,1.164,0.208,1.063,15.218,,,
Level IV,20.000,INFOR: Information Systems and Operational Research,0315-5986,0,1,0.613,0.155,0.610,10.979,,,
Level IV,20.000,Information Research,1368-1613,0,1,0.868,0.144,0.775,12.085,,,
Level IV,20.000,International Journal for Educational and Vocational Change,0251-2513,0,1,1.141,0.226,1.071,15.557,,,
Level IV,20.000,International Journal of Aviation Psychology,1050-8414,0,1,0.908,0.227,0.822,14.377,,,
Level IV,20.000,International Journal of Heritage Studies,1352-7258,0,1,1.558,0.252,1.350,18.031,,,
Level IV,20.000,International Journal of Occupational Safety and Ergonomics,1080-3548,0,1,1.264,0.247,1.209,16.632,,,
Level IV,20.000,International Journal of Shipping and Transport Logistics,1756-6517,0,1,1.147,0.203,1.040,15.021,,,
Level IV,20.000,International Journal of Sports Marketing and Sponsorship,1464-6668,0,1,1.124,0.138,0.848,13.020,,,
Level IV,20.000,Investment Analysts Journal,1029-3523,0,1,1.052,0.116,0.939,11.960,,,
Level IV,20.000,Japanese Psychological Research,0021-5368,0,1,0.826,0.290,0.815,15.161,,,
Level IV,20.000,Journal Of Constructivist Psychology,1072-0537,0,1,0.897,0.179,0.945,13.178,,,
Level IV,20.000,Journal of Database Management,1063-8016,0,1,0.664,0.078,0.649,8.885,,,
Level IV,20.000,Journal of Employment Counseling,0022-0787,0,1,1.040,0.211,0.561,14.704,,,
Level IV,20.000,"Journal of Hospitality, Leisure, Sport and Tourism Education",1473-8376,0,1,1.517,0.109,1.408,13.316,,,
Level IV,20.000,Journal of Industrial and Management Optimization,1547-5816,0,1,1.164,0.342,1.128,18.111,,,
Level IV,20.000,Journal of Organizational and End User Computing,1546-2234,0,1,1.141,0.168,1.240,14.034,,,
Level IV,20.000,Journal of Organizational Computing and Electronic Commerce,1091-9392,0,1,1.620,0.225,1.324,17.560,,,
Level IV,20.000,Journal of Pacific Rim Psychology,1834-4909,0,1,0.845,0.216,0.798,13.792,,,
Level IV,20.000,Journal of Rehabilitation,0022-4154,0,1,0.749,0.136,0.431,11.228,,,
Level IV,20.000,Journal of Textile Institute,0040-5000,0,1,1.281,0.198,1.159,15.469,,,
Level IV,20.000,Journal of Theoretical and Applied Electronic Commerce Research,0718-1876,0,1,1.901,0.244,1.171,19.106,,,
Level IV,20.000,Knowledge Management Research and Practice,1477-8238,0,1,1.532,0.167,1.311,15.513,,,
Level IV,20.000,Kybernetes,0368-492X,0,1,1.167,0.150,1.372,13.583,,,
Level IV,20.000,Leadership and Organizational Development,0143-7739,0,1,1.748,0.298,1.502,19.891,,,
Level IV,20.000,Military Psychology,0899-5605,0,1,1.181,0.371,1.019,18.723,,,
Level IV,20.000,Nordic Psychology,1901-2276,0,1,0.854,0.237,1.009,14.302,,,
Level IV,20.000,Operational Research: An International Journal,1109-2858,0,1,1.504,0.296,1.687,18.833,,,
Level IV,20.000,Pacific Journal of Optimization,1348-9151,0,1,0.641,0.412,0.525,15.680,,,
Level IV,20.000,Psihologija,0048-5705,0,1,0.665,0.175,0.425,11.770,,,
Level IV,20.000,Psychological Reports,0033-2941,0,1,1.115,0.317,1.075,17.366,,,
Level IV,20.000,Psychologist,0952-8229,0,1,0.652,0.180,0.383,11.803,,,
Level IV,20.000,RAIRO - Operations Research / Recherche Operationnelle,0399-0559,0,1,0.693,0.170,0.714,11.835,,,
Level IV,20.000,Rehabitation Counseling Bulletin,0034-3552,0,1,1.392,0.267,0.980,17.674,,,
Level IV,20.000,Social Work in Public Health,1937-1918,0,1,0.946,0.266,0.587,15.416,,,
Level IV,20.000,South African Journal of Psychology,0081-2463,0,1,0.878,0.198,0.826,13.554,,,
Level IV,20.000,Spanish Journal of Finance and Accounting,0210-2412,0,1,0.911,0.125,0.750,11.677,,,
Level IV,20.000,Spanish Journal of Psychology,1138-7416,0,1,0.958,0.284,0.783,15.854,,,
Level IV,20.000,Sport Marketing Quarterly,1061-6934,0,1,1.226,0.209,0.860,15.523,,,
Level IV,20.000,Swiss Journal of Psychology,1421-0185,0,1,0.792,0.261,0.573,14.405,,,
Level IV,20.000,Tijdschrift voor economische en sociale geografie,0040-747X,0,1,1.355,0.354,0.885,19.330,,,
Level IV,20.000,Work - A Journal of Prevention Assessment and Rehabilitation,1051-9815,0,1,1.109,0.229,1.014,15.482,,,
Level IV,20.000,Zeitschrift Fuer Arbeits - Und Organisationspscyhologie,0932-4089,0,1,0.519,0.094,0.442,8.676,,,
No Level,NA,Academy of Marketing Science Review,1526-1794,0,2,NA,NA,NA,NA,,,
No Level,NA,Accounting and the Public Interest,1530-9320,0,2,NA,NA,NA,NA,,,
No Level,NA,Accounting Education,0963-9284,0,2,NA,NA,NA,NA,,,
No Level,NA,Accounting Forum,0155-9982,0,3,NA,NA,NA,NA,,,
No Level,NA,Accounting Historians Journal,0148-4184,0,2,NA,NA,NA,NA,,,
No Level,NA,Accounting History,1032-3732,0,2,NA,NA,NA,NA,,,
No Level,NA,Accounting in Europe,1744-9480,0,2,NA,NA,NA,NA,,,
No Level,NA,Accounting Research Journal,1030-9616,0,2,NA,NA,NA,NA,,,
No Level,NA,"Accounting, Economics and Law - A Convivium",2152-2820,0,2,NA,NA,NA,NA,,,
No Level,NA,"Accounting, Finance & Governance Review (formerly the Irish Accounting Review)",2009-8766,0,1,NA,NA,NA,NA,,,
No Level,NA,Action Learning,1476-7333,0,1,NA,NA,NA,NA,,,
No Level,NA,"Advances in Accounting (incorporates ""Advances in International Accounting"" ISSN 0897-3660)",0882-9073,0,2,NA,NA,NA,NA,,,
No Level,NA,Advances in Accounting Behavioral Research,1475-1488,0,2,NA,NA,NA,NA,,,
No Level,NA,Advances in Accounting Education: Teaching and Curriculum Innovations,1085-4622,0,1,NA,NA,NA,NA,,,
No Level,NA,Advances in Austrian Economics,1529-2134,0,1,NA,NA,NA,NA,,,
No Level,NA,Advances in Consumer Research,0098-9258,0,2,NA,NA,NA,NA,,,
No Level,NA,Advances in Developing Human Resources,1523-4223,0,2,NA,NA,NA,NA,,,
No Level,NA,Advances in Econometrics,0731-9053,0,2,NA,NA,NA,NA,,,
No Level,NA,Advances in Environmental Accounting and Management,1479-3598,0,1,NA,NA,NA,NA,,,
No Level,NA,Advances in Hospitality and Leisure,1745-3542,0,1,NA,NA,NA,NA,,,
No Level,NA,Advances in Industrial and Labor Relations,0742-6186,0,1,NA,NA,NA,NA,,,
No Level,NA,Advances in International Marketing,1474-7979,0,1,NA,NA,NA,NA,,,
No Level,NA,Advances in Management Accounting,1474-7871,0,2,NA,NA,NA,NA,,,
No Level,NA,Advances in Public Interest Accounting,1041-7060,0,1,NA,NA,NA,NA,,,
No Level,NA,Advances in Taxation,1058-7497,0,2,NA,NA,NA,NA,,,
No Level,NA,Africa Journal of Management,2332-2373,0,2,NA,NA,NA,NA,,,
No Level,NA,African Journal of Accounting Auditing and Finance (AJAAF),2046-8083,0,1,NA,NA,NA,NA,,,
No Level,NA,AIS Transactions on Human-Computer Interaction,1944-3900,0,2,NA,NA,NA,NA,,,
No Level,NA,Anatolia: An International Journal of Tourism and Hospitality Research,1303-2917,0,1,NA,NA,NA,NA,,,
No Level,NA,Annals of Leisure Research,1174-5398,0,2,NA,NA,NA,NA,,,
No Level,NA,Annual Review of Information Science and Technology,0066-4200,0,2,NA,NA,NA,NA,,,
No Level,NA,Asian Review of Accounting,1321-7348,0,2,NA,NA,NA,NA,,,
No Level,NA,ATA Journal of Legal Tax Research,1543-866X,0,1,NA,NA,NA,NA,,,
No Level,NA,"Australasian Accounting, Business and Finance Journal",1834-2000,0,1,NA,NA,NA,NA,,,
No Level,NA,Australasian Journal of Information Systems,1449-8618,0,1,NA,NA,NA,NA,,,
No Level,NA,Australasian Marketing Journal,1441-3582,0,1,NA,NA,NA,NA,,,
No Level,NA,Bankhistorisches Archiv,0341-6208,0,1,NA,NA,NA,NA,,,
No Level,NA,Benchmarking: An International Journal,1463-5771,0,1,NA,NA,NA,NA,,,
No Level,NA,British Tax Review,0007-1870,0,3,NA,NA,NA,NA,,,
No Level,NA,"Business & Information Systems Engineering (BISE, includes WIRTSCHAFTSINFORMATIK)",1867-0202,0,2,NA,NA,NA,NA,,,
No Level,NA,Business and Politics,1469-3569,0,2,NA,NA,NA,NA,,,
No Level,NA,Business and Professional Ethics,0277-2027,0,1,NA,NA,NA,NA,,,
No Level,NA,Business Ethics: A European Review,0962-8770,0,2,NA,NA,NA,NA,,,
No Level,NA,Business Process Management Journal,1463-7154,0,2,NA,NA,1.770,NA,,,
No Level,NA,Business Strategy and The Environment,1099-0836,0,3,NA,NA,NA,NA,,,
No Level,NA,Business Strategy Review,0955-6419,0,1,NA,NA,NA,NA,,,
No Level,NA,"Business, Peace and Sustainable Development",2051-8757,0,1,NA,NA,NA,NA,,,
No Level,NA,Capital and Class,0309-8168,0,2,NA,NA,NA,NA,,,
No Level,NA,China Economic Journal,1753-8963,0,1,NA,NA,NA,NA,,,
No Level,NA,China Journal of Accounting Research,1755-3091,0,2,NA,NA,NA,NA,,,
No Level,NA,China Journal of Accounting Studies,2169-7213,0,1,NA,NA,NA,NA,,,
No Level,NA,Cogent Business & Management,2331-1975,0,1,NA,NA,NA,NA,,,
No Level,NA,Cogent Economics & Finance,2332-2039,0,1,NA,NA,NA,NA,,,
No Level,NA,Communications of the Association for Information Systems,1529-3181,0,2,NA,NA,NA,NA,,,
No Level,NA,Communications of the ICISA,1533-2454,0,1,NA,NA,NA,NA,,,
No Level,NA,"Community, Work and Family",1366-8803,0,1,NA,NA,NA,NA,,,
No Level,NA,Construction Management and Economics,0144-6193,0,2,NA,NA,NA,NA,,,
No Level,NA,Corporate Communications: An International Journal,1356-3289,0,1,NA,NA,NA,NA,,,
No Level,NA,Corporate Governance: The International Journal of Business in Society,1472-0701,0,2,NA,NA,NA,NA,,,
No Level,NA,Corporate Reputation Review,1363-3589,0,1,NA,NA,NA,NA,,,
No Level,NA,Critical Finance Review,2164-5760,0,1,NA,NA,NA,NA,,,
No Level,NA,Critical Perspectives on International Business,1742-2043,0,2,NA,NA,NA,NA,,,
No Level,NA,Current Issues in Auditing,1936-1270,0,2,NA,NA,NA,NA,,,
No Level,NA,Database,0162-4105,0,2,NA,NA,NA,NA,,,
No Level,NA,Decision Sciences Journal of Innovative Education,1540-4595,0,1,NA,NA,NA,NA,,,
No Level,NA,e-Service Journal,1528-8234,0,1,NA,NA,NA,NA,,,
No Level,NA,Economic Theory Bulletin,2196-1085,0,2,NA,NA,NA,NA,,,
No Level,NA,Economics and Finance Research,2164-9480,0,1,NA,NA,NA,NA,,,
No Level,NA,Education and Training,0040-0912,0,1,NA,NA,NA,NA,,,
No Level,NA,Electronic Journal of e-Learning,1479-4403,0,1,NA,NA,NA,NA,,,
No Level,NA,Emergence: Journal in Complexity Management,1521-3250,0,1,NA,NA,NA,NA,,,
No Level,NA,"Engineering, Construction and Architectural Management",0969-9988,0,1,NA,NA,1.778,NA,,,
No Level,NA,Entrepreneurship Research Journal,2157-5665,0,2,NA,NA,NA,NA,,,
No Level,NA,Entreprises et Histoire,1161-2770,0,2,NA,NA,NA,NA,,,
No Level,NA,Environment and Planning C: Politics and Space,2399-6552,0,3,NA,NA,NA,NA,,,
No Level,NA,Ephemera: Critical Dialogues on Organization,1473-2866,0,1,NA,NA,NA,NA,,,
No Level,NA,"Equality, Diversity and Inclusion: an International Journal",0261-0159,0,1,NA,NA,NA,NA,,,
No Level,NA,Eurasian Economic Review,2147-429X,0,1,NA,NA,NA,NA,,,
No Level,NA,European Business Journal,0955-808X,0,1,NA,NA,NA,NA,,,
No Level,NA,European Business Review,0955-534X,0,2,NA,NA,NA,NA,,,
No Level,NA,"European Journal of Economics and Economic Policy: Intervention (formerly ""European Journal of Economics and Economic Policy"")",2052-7772,0,1,NA,NA,NA,NA,,,
No Level,NA,European Journal of Innovation Management,1460-1060,0,1,NA,NA,1.930,NA,,,
No Level,NA,European Journal of Purchasing and Supply Management,0969-7012,0,1,NA,NA,NA,NA,,,
No Level,NA,European Journal of Training and Development,0309-0590,0,1,NA,NA,NA,NA,,,
No Level,NA,European Work and Organizational Psychology in practice,1464-0643,0,1,NA,NA,NA,NA,,,
No Level,NA,Event Management,1525-9951,0,2,NA,NA,NA,NA,,,
No Level,NA,Evidence-based HRM: A Global Forum for Empirical Scholarship,2049-3983,0,1,NA,NA,NA,NA,,,
No Level,NA,Facilities,0263-2772,0,1,NA,NA,NA,NA,,,
No Level,NA,Financial Accountability and Management,0267-4424,0,3,NA,NA,NA,NA,,,
No Level,NA,Financial Services Review,1057-0819,0,1,NA,NA,NA,NA,,,
No Level,NA,FIU Hospitality Review,0739-7011,0,1,NA,NA,NA,NA,,,
No Level,NA,Forum for Social Economics,0736-0932,0,1,NA,NA,NA,NA,,,
No Level,NA,Foundations and Trends in Accounting,1554-0642,0,3,NA,NA,NA,NA,,,
No Level,NA,Foundations and Trends in Econometrics,1551-3076,0,1,NA,NA,NA,NA,,,
No Level,NA,Foundations and Trends in Finance,1567-2395,0,2,NA,NA,NA,NA,,,
No Level,NA,"Foundations and Trends in Technology, Information and Operations Management",1571-9545,0,1,NA,NA,NA,NA,,,
No Level,NA,Gender in Management: An International Journal,0964-9425,0,1,NA,NA,NA,NA,,,
No Level,NA,Global Business Review,0972-1509,0,1,NA,NA,NA,NA,,,
No Level,NA,Global Networks,1471-0374,0,2,NA,NA,NA,NA,,,
No Level,NA,Health Marketing Quarterly,0735-9683,0,1,NA,NA,NA,NA,,,
No Level,NA,Health Services Management Research,0951-4848,0,1,NA,NA,NA,NA,,,
No Level,NA,Health Systems,2047-6965,0,2,NA,NA,NA,NA,,,
No Level,NA,Higher Education Quarterly,0951-5224,0,2,NA,NA,NA,NA,,,
No Level,NA,"Higher Education, Skills and Work-Based Learning",2042-3896,0,1,NA,NA,NA,NA,,,
No Level,NA,Historical Studies in Industrial Relations,1362-1572,0,1,NA,NA,NA,NA,,,
No Level,NA,Hospitality and Society,2042-7913,0,2,NA,NA,NA,NA,,,
No Level,NA,Human Resource Development International,1367-8868,0,2,NA,NA,NA,NA,,,
No Level,NA,Human Resource Planning, 0199-8986,0,1,NA,NA,NA,NA,,,
No Level,NA,"IEEE Transactions on Cybernetics (formerly ""IEEE Transactions on Systems Man and Cybernetics Part C (Applications and Reviews)"")",1094-6977,0,3,NA,NA,NA,NA,,,
No Level,NA,"IEEE Transactions on Systems, Man, and Cybernetics: Systems (formerly ""IEEE Transactions on Systems, Man and Cybernetics - Part A: Systems and Humans"")",1083-4427,0,3,NA,NA,NA,NA,,,
No Level,NA,IIE Transactions,0740-817X,0,3,NA,NA,NA,NA,,,
No Level,NA,IIM Kozhikode Society & Management Review,2321-029X,0,2,NA,NA,NA,NA,,,
No Level,NA,Industrial Law Journal,0305-9332,0,3,NA,NA,NA,NA,,,
No Level,NA,Industrial Relations Journal,0019-8692,0,3,NA,NA,NA,NA,,,
No Level,NA,Industry and Higher Education,0950-4222,0,1,NA,NA,NA,NA,,,
No Level,NA,Information Management and Computer Security,0968-5227,0,1,NA,NA,NA,NA,,,
No Level,NA,Information Resources Management Journal,1040-1628,0,1,NA,NA,NA,NA,,,
No Level,NA,INFORMS Transactions on Education,1532-0545,0,2,NA,NA,NA,NA,,,
No Level,NA,Innovation: Organization & Management,1447-9338,0,2,NA,NA,NA,NA,,,
No Level,NA,"Intelligent Systems in Accounting, Finance and Management",1099-1174,0,1,NA,NA,NA,NA,,,
No Level,NA,International Journal of Accounting,1094-4060,0,3,NA,NA,NA,NA,,,
No Level,NA,International Journal of Accounting & Information Management,1834-7649,0,2,NA,NA,NA,NA,,,
No Level,NA,International Journal of Accounting Auditing and Performance Evaluation (IJAAPE),1740-8008,0,2,NA,NA,NA,NA,,,
No Level,NA,International Journal of Agile Systems and Management,1741-9174,0,1,NA,NA,NA,NA,,,
No Level,NA,International Journal of Auditing,1090-6738,0,2,NA,NA,NA,NA,,,
No Level,NA,International Journal of Bank Marketing,0265-2323,0,1,NA,NA,2.430,NA,,,
No Level,NA,International Journal of Business and Emerging Markets,1753-6227,0,1,NA,NA,NA,NA,,,
No Level,NA,International Journal of Business and Systems Research,1751-2018,0,1,NA,NA,NA,NA,,,
No Level,NA,International Journal of Business Governance and Ethics,1741-802X,0,2,NA,NA,NA,NA,,,
No Level,NA,International Journal of Business Information Systems,1746-0980,0,1,NA,NA,NA,NA,,,
No Level,NA,International Journal of Business Innovation and Research,1751-0260,0,1,NA,NA,NA,NA,,,
No Level,NA,International Journal of Business Performance Management,1368-4892,0,1,NA,NA,NA,NA,,,
No Level,NA,International Journal of Business Process Integration and Management,1741-8771,0,1,NA,NA,NA,NA,,,
No Level,NA,International Journal of Cases on Electronic Commerce,1548-0615,0,1,NA,NA,NA,NA,,,
No Level,NA,International Journal of Comparative Labour Law and Industrial Relations,0952-617x,0,1,NA,NA,NA,NA,,,
No Level,NA,International Journal of Computational Economics and Econometrics,1757-1189,0,1,NA,NA,NA,NA,,,
No Level,NA,International Journal of Construction Management,1562-3599,0,1,NA,NA,NA,NA,,,
No Level,NA,International Journal of Critical Accounting,1757-9856,0,1,NA,NA,NA,NA,,,
No Level,NA,International Journal of Cross Cultural Management,1470-5958,0,1,NA,NA,NA,NA,,,
No Level,NA,"International Journal of Culture, Tourism and Hospitality Research",1750-6182,0,1,NA,NA,NA,NA,,,
No Level,NA,International Journal of Disclosure and Governance,1741-3591,0,2,NA,NA,NA,NA,,,
No Level,NA,International Journal of E-Business Research,1548-1131,0,1,NA,NA,NA,NA,,,
No Level,NA,International Journal of Ecological Economics and Statistics,09731-385,0,1,NA,NA,NA,NA,,,
No Level,NA,International Journal of Educational Management,0951-354X,0,1,NA,NA,NA,NA,,,
No Level,NA,International Journal of Employment Studies,1039-6993,0,1,NA,NA,NA,NA,,,
No Level,NA,International Journal of Engineering Business Management,1847-9790,0,1,NA,NA,NA,NA,,,
No Level,NA,International Journal of Enterprise Network Management,1748-1252,0,1,NA,NA,NA,NA,,,
No Level,NA,International Journal of Entrepreneurial Behavior and Research,1355-2554,0,2,NA,NA,2.594,NA,,,
No Level,NA,International Journal of Entrepreneurial Venturing,1742-5379,0,1,NA,NA,NA,NA,,,
No Level,NA,International Journal of Entrepreneurship and Innovation,1465-7503,0,2,NA,NA,NA,NA,,,
No Level,NA,International Journal of Entrepreneurship and Innovation Management (IJEIM),1368-275X,0,1,NA,NA,NA,NA,,,
No Level,NA,International Journal of Entrepreneurship and Small Business,1741-8054,0,2,NA,NA,NA,NA,,,
No Level,NA,International Journal of Event and Festival Management,1758-2954,0,1,NA,NA,NA,NA,,,
No Level,NA,International Journal of Foresight and Innovation Policy,1740-2816,0,1,NA,NA,NA,NA,,,
No Level,NA,International Journal of Gender and Entrepreneurship,1756-6266,0,2,NA,NA,NA,NA,,,
No Level,NA,International Journal of Globalisation and Small Business,1479-3067,0,1,NA,NA,NA,NA,,,
No Level,NA,International Journal of Health Care Quality Assurance,0952-6862,0,1,NA,NA,NA,NA,,,
No Level,NA,International Journal of Healthcare Technology and Management,1368-2156,0,1,NA,NA,NA,NA,,,
No Level,NA,International Journal of Hospitality and Tourism Administration,1525-6480,0,1,NA,NA,NA,NA,,,
No Level,NA,International Journal of Indian Culture and Business Management,1753-0896,0,1,NA,NA,NA,NA,,,
